,code,geom,box
33,S_k_1744,"                                            geometry
0  POLYGON ((152.77142 -27.45522, 152.75118 -27.4...","{'lats': [-27.455224036041837, -27.455222566801993, -27.437173748683062, -27.437172280569307], 'lons': [152.77141530029863, 152.75118305330506, 152.75118305330506, 152.7714120076033]}"
34,S_k_1746,"                                            geometry
0  POLYGON ((152.77052 -27.48432, 152.75028 -27.4...","{'lats': [-27.484323997865108, -27.484322526809073, -27.46627378412737, -27.466272314197997], 'lons': [152.77051795647972, 152.75028039464902, 152.75028039464902, 152.77051465883338]}"
35,S_k_1748,"                                            geometry
0  POLYGON ((152.76331 -27.41622, 152.74309 -27.4...","{'lats': [-27.416224087164032, -27.416222620356795, -27.398173701220728, -27.398172235538805], 'lons': [152.76331174673936, 152.74308661017687, 152.74308661017687, 152.76330846067057]}"
36,S_k_1753,"                                            geometry
0  POLYGON ((152.75610 -27.32022, 152.73590 -27.3...","{'lats': [-27.320224212795296, -27.320222751968874, -27.302173584587685, -27.302172124884688], 'lons': [152.75610303005237, 152.73589533499677, 152.73589533499677, 152.75609976025257]}"
37,S_k_1757,"                                            geometry
0  POLYGON ((152.86291 -27.39302, 152.84269 -27.3...","{'lats': [-27.393024117552045, -27.393022652191103, -27.374973673008657, -27.374972208772576], 'lons': [152.86290963623046, 152.84268872265403, 152.84268872265403, 152.8629063540989]}"
38,S_k_1759,"                                            geometry
0  POLYGON ((153.06382 -27.55332, 153.04357 -27.5...","{'lats': [-27.553323907234862, -27.553322431868633, -27.535273868273055, -27.535272394034862], 'lons': [153.06382427065213, 153.0435740745967, 153.0435740745967, 153.06382096124395]}"
39,S_k_1760,"                                            geometry
0  POLYGON ((153.13892 -27.54642, 153.11867 -27.5...","{'lats': [-27.54642391630473, -27.546422441369767, -27.528373859852028, -27.528372386044957], 'lons': [153.13892363822012, 153.11867470761743, 153.11867470761743, 153.13892032998956]}"
40,S_k_1761,"                                            geometry
0  POLYGON ((153.18853 -27.58272, 153.16827 -27.5...","{'lats': [-27.582723868572405, -27.582722391368055, -27.564673904170157, -27.56467242809442], 'lons': [153.1885269678931, 153.16827137484572, 153.16827137484572, 153.18852365346376]}"
41,S_k_1763,"                                            geometry
0  POLYGON ((153.19572 -27.49012, 153.17548 -27.4...","{'lats': [-27.490123990252766, -27.490122518834628, -27.47207379119494, -27.472072320903578], 'lons': [153.19571848636872, 153.17547986426624, 153.17547986426624, 153.19571518773492]}"
42,S_k_1764,"                                            geometry
0  POLYGON ((153.08021 -27.34462, 153.05999 -27.3...","{'lats': [-27.344624180892094, -27.344622718546518, -27.32657361420526, -27.32657215298358], 'lons': [153.08020524143328, 153.05999312155163, 153.05999312155163, 153.08020196750417]}"
43,S_k_1766,"                                            geometry
0  POLYGON ((151.66607 -26.90522, 151.64593 -26.9...","{'lats': [-26.905224752455428, -26.905223317368037, -26.887173083654385, -26.88717164968238], 'lons': [151.6660658446594, 151.6459325552039, 151.6459325552039, 151.66606264450144]}"
44,S_k_1783,"                                            geometry
0  POLYGON ((149.15303 -22.74273, 149.13356 -22.7...","{'lats': [-22.74272983437506, -22.742728648008374, -22.724668376135856, -22.724667190814397], 'lons': [149.15303496111522, 149.13356376028418, 149.13356376028418, 149.15303240414303]}"
45,S_k_1784,"                                            geometry
0  POLYGON ((150.67158 -24.73643, 150.65181 -24.7...","{'lats': [-24.736427478169823, -24.736426174704285, -24.718370556030944, -24.718369253641953], 'lons': [150.67158418869127, 150.65181438459308, 150.65181438459308, 150.67158133543924]}"
46,S_k_1785,"                                            geometry
0  POLYGON ((150.69728 -24.72933, 150.67751 -24.7...","{'lats': [-24.72932748682226, -24.729326183780064, -24.711270548015808, -24.711269246050037], 'lons': [150.69728362784798, 150.67751494598207, 150.67751494598207, 150.69728077568755]}"
47,S_k_1786,"                                            geometry
0  POLYGON ((150.80969 -24.77973, 150.78991 -24.7...","{'lats': [-24.779727425362843, -24.779726119314525, -24.76167060494999, -24.76166929997895], 'lons': [150.8096876137042, 150.78991095624937, 150.78991095624937, 150.80968475378944]}"
48,S_k_1787,"                                            geometry
0  POLYGON ((150.94269 -24.80363, 150.92291 -24.8...","{'lats': [-24.80362739618637, -24.803626088711702, -24.78557063197933, -24.78556932558234], 'lons': [150.9426895076165, 150.92290906049638, 150.92290906049638, 150.9426866440198]}"
49,S_k_1788,"                                            geometry
0  POLYGON ((150.55772 -25.13223, 150.53788 -25.1...","{'lats': [-25.132226992963023, -25.132225665822833, -25.11417100560075, -25.114169679543814], 'lons': [150.55771579559607, 150.53788274705096, 150.53788274705096, 150.5577128810586]}"
50,S_k_1789,"                                            geometry
0  POLYGON ((150.48415 -25.60593, 150.46424 -25.6...","{'lats': [-25.605926404948978, -25.605925049276976, -25.587871550670283, -25.587870196089778], 'lons': [150.48415451558083, 150.4642439898239, 150.4642439898239, 150.48415152654528]}"
51,S_k_1790,"                                            geometry
0  POLYGON ((149.78836 -25.65783, 149.76844 -25.6...","{'lats': [-25.65782634004642, -25.65782498123505, -25.639771610847898, -25.639770253128937], 'lons': [149.7883588176167, 149.7684396836687, 149.7684396836687, 149.78835582034102]}"
52,S_k_1791,"                                            geometry
0  POLYGON ((149.81916 -25.68973, 149.79924 -25.6...","{'lats': [-25.68972630010801, -25.689724939365725, -25.671671647880178, -25.671670288230867], 'lons': [149.8191614677312, 149.7992370310185, 149.7992370310185, 149.81915846538303]}"
53,S_k_1792,"                                            geometry
0  POLYGON ((149.91356 -25.64093, 149.89364 -25.6...","{'lats': [-25.64092636119069, -25.640925003401875, -25.62287159124265, -25.622870234545946], 'lons': [149.91355741545735, 149.89364108717038, 149.89364108717038, 149.91355442086657]}"
54,S_k_1794,"                                            geometry
0  POLYGON ((149.06533 -22.71623, 149.04587 -22.7...","{'lats': [-22.716229864675658, -22.716228679842434, -22.698168348144584, -22.698167164356196], 'lons': [149.0653330867035, 149.0458656365988, 149.0458656365988, 149.06533053353778]}"
55,S_k_1795,"                                            geometry
0  POLYGON ((149.72527 -25.77863, 149.70533 -25.7...","{'lats': [-25.778626188620077, -25.778624822491317, -25.760571751261292, -25.760570386227098], 'lons': [149.72526887689554, 149.70532961477176, 149.70532961477176, 149.72526586037995]}"
56,S_k_1796,"                                            geometry
0  POLYGON ((149.78636 -25.63923, 149.76644 -25.6...","{'lats': [-25.63922636331707, -25.639225005631104, -25.62117158927104, -25.621170232677155], 'lons': [149.78635727448142, 149.76644122828122, 149.76644122828122, 149.78635428016068]}"
57,S_k_1797,"                                            geometry
0  POLYGON ((149.76196 -25.66753, 149.74204 -25.6...","{'lats': [-25.66752632790588, -25.66752496850748, -25.649471622104922, -25.6494702637991], 'lons': [149.7619596229756, 149.7420388775391, 149.7420388775391, 149.76195662415813]}"
58,S_k_1798,"                                            geometry
0  POLYGON ((149.78495 -25.55393, 149.76505 -25.5...","{'lats': [-25.553926469882487, -25.55392511735324, -25.53587149046686, -25.535870139028198], 'lons': [149.7849502171522, 149.76504829237203, 149.76504829237203, 149.78494723635708]}"
59,S_k_1799,"                                            geometry
0  POLYGON ((149.76212 -23.86033, 149.74248 -23.8...","{'lats': [-23.860328531919443, -23.860327280342023, -23.84226958039787, -23.842268329882746], 'lons': [149.76211659170286, 149.74248204790536, 149.74248204790536, 149.76211387112147]}"
60,S_k_1800,"                                            geometry
0  POLYGON ((149.75121 -23.82583, 149.73158 -23.8...","{'lats': [-23.8258285728343, -23.825827323286045, -23.80776954253816, -23.807768294051655], 'lons': [149.75121399545222, 149.73158464672704, 149.73158464672704, 149.75121128001373]}"
61,S_k_1803,"                                            geometry
0  POLYGON ((149.57510 -23.62393, 149.55550 -23.6...","{'lats': [-23.62392881138015, -23.623927573685936, -23.60586932184046, -23.605868085204822], 'lons': [149.57509890021942, 149.55549975694575, 149.55549975694575, 149.57509621475782]}"
62,S_k_1807,"                                            geometry
0  POLYGON ((148.25289 -23.54423, 148.23331 -23.5...","{'lats': [-23.54422890512355, -23.544227672098916, -23.526169235128048, -23.52616800316076], 'lons': [148.2528929875187, 148.2333056755341, 148.2333056755341, 148.2528903138342]}"
63,S_k_1808,"                                            geometry
0  POLYGON ((148.29259 -23.54973, 148.27301 -23.5...","{'lats': [-23.549728898662142, -23.549727665315444, -23.53166924110452, -23.53166800881524], 'lons': [148.29259339471062, 148.2730052679364, 148.2730052679364, 148.2925907202144]}"
64,S_k_1809,"                                            geometry
0  POLYGON ((147.98759 -23.54033, 147.96801 -23.5...","{'lats': [-23.54032890970458, -23.540327676908305, -23.52226923089085, -23.522267999151854], 'lons': [147.9875926988577, 147.96800596448287, 147.96800596448287, 147.98759002574872]}"
65,S_k_1810,"                                            geometry
0  POLYGON ((148.14071 -23.79113, 148.12109 -23.7...","{'lats': [-23.791128613941414, -23.79112736643303, -23.773069504502335, -23.77306825805515], 'lons': [148.14071138911467, 148.1210872556475, 148.12108725564752, 148.1407086788429]}"
66,S_k_1811,"                                            geometry
0  POLYGON ((148.12732 -23.93503, 148.10768 -23.9...","{'lats': [-23.9350284431775, -23.935027187202888, -23.91696966251936, -23.91696840760823], 'lons': [148.1273222300403, 148.10767640399072, 148.10767640399072, 148.12731949830257]}"
67,S_k_1812,"                                            geometry
0  POLYGON ((148.02510 -23.59613, 148.00550 -23.5...","{'lats': [-23.596128844105838, -23.596127608041037, -23.578069291568156, -23.578068056561506], 'lons': [148.0250968348634, 148.00550182435717, 148.00550182435717, 148.02509415351335]}"
68,S_k_1820,"                                            geometry
0  POLYGON ((147.30350 -23.67033, 147.28390 -23.6...","{'lats': [-23.670328756693934, -23.670327516278626, -23.65226937242954, -23.65226813307354], 'lons': [147.303502354502, 147.2838962992282, 147.2838962992282, 147.30349966216934]}"
69,S_k_1823,"                                            geometry
0  POLYGON ((148.06513 -24.09803, 148.04546 -24.0...","{'lats': [-24.09802824881592, -24.09802698322911, -24.07996984240913, -24.079968577888412], 'lons': [148.06513461371637, 148.0454640080952, 148.0454640080952, 148.06513185753562]}"
70,S_k_1825,"                                            geometry
0  POLYGON ((148.05344 -24.11763, 148.03376 -24.1...","{'lats': [-24.117628225378436, -24.117626958634208, -24.099569864104087, -24.099568598426256], 'lons': [148.05343611025225, 148.03376251008538, 148.03376251008538, 148.05343335112312]}"
71,S_k_1826,"                                            geometry
0  POLYGON ((148.10943 -24.09813, 148.08976 -24.0...","{'lats': [-24.098128248696373, -24.098126983103665, -24.08006984251979, -24.08006857799317], 'lons': [148.10943462134773, 148.08976400045643, 148.08976400045643, 148.10943186515195]}"
72,S_k_1829,"                                            geometry
0  POLYGON ((147.53174 -22.82963, 147.51226 -22.8...","{'lats': [-22.82962973482024, -22.82962854342089, -22.811568468111737, -22.811567277758886], 'lons': [147.53174112742778, 147.51225758771983, 147.51225758771983, 147.53173855795006]}"
73,S_k_1830,"                                            geometry
0  POLYGON ((147.60745 -22.97853, 147.58795 -22.9...","{'lats': [-22.978529563555764, -22.978528363518546, -22.960468626368364, -22.96046742737987], 'lons': [147.60745176341848, 147.58794694097554, 147.58794694097554, 147.60744917243017]}"
74,S_k_1831,"                                            geometry
0  POLYGON ((145.88864 -22.79003, 145.86916 -22.7...","{'lats': [-22.790029780223403, -22.790028591118187, -22.771968426163415, -22.77196723810412], 'lons': [145.88863831372328, 145.86916040427545, 145.86916040427545, 145.88863574994866]}"
75,S_k_1832,"                                            geometry
0  POLYGON ((145.89634 -22.82963, 145.87686 -22.8...","{'lats': [-22.82962973482024, -22.82962854342089, -22.811568468111737, -22.811567277758886], 'lons': [145.89634112742777, 145.87685758771983, 145.87685758771983, 145.89633855795006]}"
76,S_k_1834,"                                            geometry
0  POLYGON ((145.91565 -22.89783, 145.89615 -22.8...","{'lats': [-22.89782965648328, -22.897828461129862, -22.87976854049417, -22.879767346188256], 'lons': [145.91564598795412, 145.89615272227465, 145.89615272227465, 145.91564340863707]}"
77,S_k_1835,"                                            geometry
0  POLYGON ((145.93315 -22.96013, 145.91365 -22.9...","{'lats': [-22.96012958476585, -22.96012838579704, -22.942068606767176, -22.942067408846818], 'lons': [145.9331504442836, 145.91364826144218, 145.91364826144218, 145.93314785595913]}"
78,S_k_1836,"                                            geometry
0  POLYGON ((147.10155 -24.35053, 147.08184 -24.3...","{'lats': [-24.35052794579365, -24.350526665269616, -24.332470122943352, -24.332468843489487], 'lons': [147.10155401616825, 147.08184458657857, 147.08184458657857, 147.10155122185142]}"
79,S_k_1837,"                                            geometry
0  POLYGON ((147.21209 -24.81103, 147.19231 -24.8...","{'lats': [-24.81102738714849, -24.81102607923208, -24.792970640352266, -24.79296933351366], 'lons': [147.21209009451147, 147.1923084730312, 147.1923084730312, 147.21208722977408]}"
80,S_k_1838,"                                            geometry
0  POLYGON ((147.06928 -24.66923, 147.04952 -24.6...","{'lats': [-24.669227559990187, -24.669226260529555, -24.651170480239404, -24.651169181854204], 'lons': [147.06927888903888, 147.0495196894047, 147.0495196894047, 147.0692760461071]}"
81,S_k_1839,"                                            geometry
0  POLYGON ((147.08346 -24.47693, 147.06373 -24.4...","{'lats': [-24.47692779322279, -24.476926505199472, -24.458870264224455, -24.458868977273394], 'lons': [147.08346382959277, 147.06373476354744, 147.06373476354744, 147.0834610160594]}"
82,S_k_1840,"                                            geometry
0  POLYGON ((147.31966 -24.43603, 147.29994 -24.4...","{'lats': [-24.436027842655005, -24.43602655705988, -24.417970218447724, -24.417968933924172], 'lons': [147.31966064682493, 147.29993794942834, 147.29993794942834, 147.31965783951878]}"
83,S_k_1841,"                                            geometry
0  POLYGON ((147.39246 -24.38553, 147.37274 -24.3...","{'lats': [-24.385527903605517, -24.385526621006402, -24.367470162007553, -24.367468880479187], 'lons': [147.39245672674613, 147.3727418733448, 147.3727418733448, 147.3924539271167]}"
84,S_k_1842,"                                            geometry
0  POLYGON ((147.59567 -24.54313, 147.57593 -24.5...","{'lats': [-24.543127713083386, -24.543126421126587, -24.52507033844234, -24.52506904755889], 'lons': [147.59566899615916, 147.57592959193286, 147.57592959193286, 147.59566617252761]}"
85,S_k_1844,"                                            geometry
0  POLYGON ((149.15370 -23.66443, 149.13410 -23.6...","{'lats': [-23.664428763652072, -23.664427523582862, -23.646369365992527, -23.646368126982534], 'lons': [149.1537019147811, 149.13409673938625, 149.13409673938625, 149.1536992233227]}"
86,S_k_1848,"                                            geometry
0  POLYGON ((148.05434 -24.17933, 148.03466 -24.1...","{'lats': [-24.179328151505395, -24.179326881115387, -24.161269932488285, -24.16126866316567], 'lons': [148.0543408317656, 148.0346577839257, 148.0346577839257, 148.05433806334207]}"
87,S_k_1849,"                                            geometry
0  POLYGON ((148.12643 -24.01943, 148.10677 -24.0...","{'lats': [-24.019428342661975, -24.019427081713218, -24.001369755545902, -24.001368495661964], 'lons': [148.1264286283972, 148.10676999931528, 148.1067699993153, 148.12642588402022]}"
88,S_k_1851,"                                            geometry
0  POLYGON ((148.19494 -24.22153, 148.17525 -24.2...","{'lats': [-24.22152810089863, -24.2215268280131, -24.203469979338013, -24.203468707520564], 'lons': [148.19494407023942, 148.1752545422682, 148.1752545422682, 148.1949412954475]}"
89,S_k_1852,"                                            geometry
0  POLYGON ((148.95577 -24.60783, 148.93602 -24.6...","{'lats': [-24.607827634605698, -24.607826338800646, -24.589770411126896, -24.58976911639625], 'lons': [148.95577406360755, 148.9360245195393, 148.9360245195393, 148.95577123008405]}"
90,S_k_1853,"                                            geometry
0  POLYGON ((148.99498 -24.62503, 148.97522 -24.6...","{'lats': [-24.62502761371741, -24.625026316888665, -24.606970430474124, -24.606969134720078], 'lons': [148.99497541374063, 148.97522316808974, 148.97522316808974, 148.99497257758364]}"
91,S_k_1854,"                                            geometry
0  POLYGON ((149.51290 -23.68673, 149.49330 -23.6...","{'lats': [-23.686728737345806, -23.68672749596828, -23.668669390328905, -23.66866815001094], 'lons': [149.51290357752924, 149.49329507498555, 149.49329507498555, 149.51290088276545]}"
92,S_k_1857,"                                            geometry
0  POLYGON ((149.53640 -24.98993, 149.51659 -24.9...","{'lats': [-24.989927168052724, -24.989925849441253, -24.971870843348828, -24.971869525818175], 'lons': [149.53640435454975, 149.51659419916177, 149.51659419916177, 149.53640146214522]}"
93,S_k_1858,"                                            geometry
0  POLYGON ((148.54139 -24.84623, 148.52161 -24.8...","{'lats': [-24.846227344130455, -24.846226034112096, -24.828170680206195, -24.828169371266224], 'lons': [148.5413928894375, 148.52160567539073, 148.52160567539073, 148.54139001927027]}"
94,S_k_1859,"                                            geometry
0  POLYGON ((148.37230 -24.93233, 148.35250 -24.9...","{'lats': [-24.93232723871974, -24.93232592355503, -24.914270777870136, -24.91426946378527], 'lons': [148.3722997482773, 148.35249880989699, 148.35249880989699, 148.37229686479984]}"
95,S_k_1860,"                                            geometry
0  POLYGON ((148.37600 -24.88293, 148.35620 -24.8...","{'lats': [-24.882927299231834, -24.882925987020705, -24.864870721804046, -24.864869410671922], 'lons': [148.37599580911842, 148.356202752876, 148.356202752876, 148.3759929332827]}"
96,S_k_1861,"                                            geometry
0  POLYGON ((148.48238 -24.66683, 148.46262 -24.6...","{'lats': [-24.666827562909326, -24.66682626359165, -24.648770477535475, -24.648769179293186], 'lons': [148.48237870012144, 148.46261987850616, 148.4626198785062, 148.48237585755788]}"
97,S_k_1862,"                                            geometry
0  POLYGON ((148.26937 -24.58413, 148.24963 -24.5...","{'lats': [-24.58412766337021, -24.584126368975245, -24.566070384485116, -24.56606909116416], 'lons': [148.26937220530868, 148.2496263796509, 148.2496263796509, 148.26936937541126]}"
98,S_k_1863,"                                            geometry
0  POLYGON ((148.49671 -25.00003, 148.47689 -25.0...","{'lats': [-25.000027155649228, -25.000025836433046, -24.98197085484208, -24.98196953670689], 'lons': [148.49670516371836, 148.4768933892097, 148.4768933892097, 148.4967022697466]}"
99,S_k_1864,"                                            geometry
0  POLYGON ((148.51527 -24.61903, 148.49552 -24.6...","{'lats': [-24.619027621005245, -24.619026324533632, -24.600970423723922, -24.600969128326906], 'lons': [148.51527494262118, 148.4955236396685, 148.4955236396685, 148.515272107383]}"
100,S_k_1865,"                                            geometry
0  POLYGON ((149.48194 -22.86443, 149.46246 -22.8...","{'lats': [-22.864429694870243, -22.86442850145375, -22.84636850502406, -22.846367312654593], 'lons': [149.4819436052528, 149.46245510738623, 149.46245510738623, 149.48194103075716]}"
101,S_k_1866,"                                            geometry
0  POLYGON ((148.87578 -24.68523, 148.85602 -24.6...","{'lats': [-24.685227540523968, -24.685226240110172, -24.667170498270764, -24.667169198932662], 'lons': [148.87578014911526, 148.85601842810112, 148.85601842810112, 148.87577730372848]}"
102,S_k_1867,"                                            geometry
0  POLYGON ((150.61779 -25.97393, 150.59781 -25.9...","{'lats': [-25.973925942739722, -25.97392456474995, -25.95587197929101, -25.955870602399308], 'lons': [150.61778527687426, 150.59781319915268, 150.59781319915268, 150.61778222907242]}"
