,code,geom,box
354,S_k_752,"                                            geometry
0  POLYGON ((148.16667 -37.21961, 148.14413 -37.2...","{'lats': [-37.219609960596834, -37.21960781708417, -37.20158681073532, -37.201584668613464], 'lons': [148.16666562804423, 148.1441316927219, 148.1441316927219, 148.16666026917574]}"
355,S_k_753,"                                            geometry
0  POLYGON ((148.16365 -37.14751, 148.14114 -37.1...","{'lats': [-37.14751007189692, -37.1475079339441, -37.129486707783826, -37.12948457121921], 'lons': [148.1636549283273, 148.14114240195832, 148.14114240195832, 148.1636495885032]}"
356,S_k_754,"                                            geometry
0  POLYGON ((148.15252 -36.87731, 148.13008 -36.8...","{'lats': [-36.87731048828519, -36.87730837107573, -36.85928632254452, -36.85928420671362], 'lons': [148.15251516856145, 148.13008219708496, 148.13008219708496, 148.15250989947867]}"
357,S_k_755,"                                            geometry
0  POLYGON ((148.13997 -36.57111, 148.11763 -36.5...","{'lats': [-36.57111095874787, -36.57110886487121, -36.553085887120965, -36.55308379461214], 'lons': [148.13997074962091, 148.11762665550802, 148.11762665550802, 148.139965559525]}"
358,S_k_756,"                                            geometry
0  POLYGON ((148.23196 -37.16371, 148.20944 -37.1...","{'lats': [-37.16371004689608, -37.163707907694935, -37.14568673091021, -37.14568459309785], 'lons': [148.23195732909676, 148.20943999905307, 148.20943999905307, 148.2319519849998]}"
359,S_k_757,"                                            geometry
0  POLYGON ((148.22503 -37.00161, 148.20256 -37.0...","{'lats': [-37.001610296876024, -37.00160817014206, -36.98358649965116, -36.983584374300186], 'lons': [148.225033393166, 148.2025639562747, 148.2025639562747, 148.22502809166267]}"
360,S_k_758,"                                            geometry
0  POLYGON ((148.38073 -36.96111, 148.35827 -36.9...","{'lats': [-36.961110359268574, -36.96110823564129, -36.943086441923754, -36.94308431967801], 'lons': [148.38072744281737, 148.35826991191493, 148.35826991191493, 148.38072215190033]}"
361,S_k_759,"                                            geometry
0  POLYGON ((148.50125 -37.13801, 148.47874 -37.1...","{'lats': [-37.13801008655603, -37.138007949335005, -37.11998669422357, -37.11998455839041], 'lons': [148.50125352136465, 148.4787438101727, 148.4787438101727, 148.50124818404453]}"
362,S_k_760,"                                            geometry
0  POLYGON ((148.61807 -37.22481, 148.59553 -37.2...","{'lats': [-37.22480995256656, -37.22480780865249, -37.20678681816285, -37.20678467563976], 'lons': [148.61806640120847, 148.59553091886974, 148.59553091886977, 148.61806104096377]}"
363,S_k_761,"                                            geometry
0  POLYGON ((148.61375 -37.13461, 148.59124 -37.1...","{'lats': [-37.13461009180212, -37.13460795484294, -37.116586689370706, -37.11658455379927], 'lons': [148.61375301798097, 148.59124431400414, 148.59124431400414, 148.6137476815567]}"
364,S_k_762,"                                            geometry
0  POLYGON ((148.72833 -37.63611, 148.70567 -37.6...","{'lats': [-37.636109316119324, -37.636107140282064, -37.618087406676686, -37.61808523224549], 'lons': [148.7283281911095, 148.70566907395985, 148.70566907395985, 148.7283227208159]}"
365,S_k_763,"                                            geometry
0  POLYGON ((148.73508 -37.31131, 148.71252 -37.3...","{'lats': [-37.311309818925956, -37.31130766832683, -37.29328694176541, -37.29328479256042], 'lons': [148.73507929176137, 148.71251801684588, 148.71251801684588, 148.7350739085681]}"
366,S_k_764,"                                            geometry
0  POLYGON ((148.87055 -37.75801, 148.84785 -37.7...","{'lats': [-37.758009127014205, -37.758006941648645, -37.73998758147552, -37.73998539752056], 'lons': [148.87054674767168, 148.8478505008653, 148.8478505008653, 148.8705412443038]}"
367,S_k_765,"                                            geometry
0  POLYGON ((148.85861 -37.52381, 148.83599 -37.5...","{'lats': [-37.52380949014139, -37.52380732305476, -37.505787245793556, -37.50578508010884], 'lons': [148.8586111949545, 148.83598608525188, 148.83598608525188, 148.8586057549435]}"
368,S_k_766,"                                            geometry
0  POLYGON ((149.30349 -37.38251, 149.28091 -37.3...","{'lats': [-37.38250970883879, -37.38250755272567, -37.36448704357307, -37.36448488885668], 'lons': [149.30348994379207, 149.28090735533428, 149.28090735533428, 149.30348454163172]}"
369,S_k_791,"                                            geometry
0  POLYGON ((116.26671 -34.68811, 116.24489 -34.6...","{'lats': [-34.688113816062526, -34.688111861804764, -34.670083239515705, -34.670081286564134], 'lons': [116.2667118931475, 116.24488574185837, 116.24488574185837, 116.26670716292831]}"
370,S_k_796,"                                            geometry
0  POLYGON ((116.45401 -34.70511, 116.43218 -34.7...","{'lats': [-34.70511379056272, -34.7051118350729, -34.68708326316465, -34.68708130898156], 'lons': [116.45401412401166, 116.43218350901289, 116.43218350901289, 116.45400938982871]}"
371,S_k_820,"                                            geometry
0  POLYGON ((116.34812 -33.15702, 116.32668 -33.1...","{'lats': [-33.15701608814163, -33.15701424286834, -33.138981131186036, -33.13897928717388], 'lons': [116.34811847237316, 116.32667933464742, 116.32667933464742, 116.34811408626973]}"
372,S_k_822,"                                            geometry
0  POLYGON ((116.27402 -33.18692, 116.25258 -33.1...","{'lats': [-33.186916044256506, -33.18691419689126, -33.16888117192754, -33.168879325824264], 'lons': [116.2740221109111, 116.25257569286758, 116.25257569286758, 116.27401771832227]}"
373,S_k_823,"                                            geometry
0  POLYGON ((116.12860 -33.00602, 116.10720 -33.0...","{'lats': [-33.00601630946025, -33.00601447473032, -32.98798092571145, -32.98797909223843], 'lons': [116.12860017932823, 116.1071976439961, 116.1071976439961, 116.12859582584034]}"
374,S_k_824,"                                            geometry
0  POLYGON ((116.45926 -33.51252, 116.43774 -33.5...","{'lats': [-33.51251556507291, -33.51251369483558, -33.49448161674188, -33.494479747775785], 'lons': [116.45926208424332, 116.43773568393868, 116.43773568393868, 116.4592576204437]}"
375,S_k_828,"                                            geometry
0  POLYGON ((115.44753 -34.06991, 115.42587 -34.0...","{'lats': [-34.069914739393916, -34.069912829605244, -34.05188238299334, -34.05188047449216], 'lons': [115.44753202925274, 115.4258656767138, 115.4258656767138, 115.44752744099104]}"
376,S_k_829,"                                            geometry
0  POLYGON ((115.57834 -34.13191, 115.55666 -34.1...","{'lats': [-34.13191464714574, -34.1319127329262, -34.11388246858437, -34.11388055565418], 'lons': [115.57833992918937, 115.55665776975482, 115.55665776975482, 115.57833532687947]}"
377,S_k_831,"                                            geometry
0  POLYGON ((115.61355 -34.22821, 115.59185 -34.2...","{'lats': [-34.22821450370503, -34.228212582590686, -34.21018260166617, -34.21018068184404], 'lons': [115.61355224771494, 115.59184544028078, 115.59184544028078, 115.61354762350253]}"
378,S_k_833,"                                            geometry
0  POLYGON ((115.76686 -34.25601, 115.74514 -34.2...","{'lats': [-34.2560144622607, -34.25601253915307, -34.23798264011574, -34.237980718301145], 'lons': [115.7668558147689, 115.74514187005681, 115.74514187005681, 115.76685118421487]}"
379,S_k_834,"                                            geometry
0  POLYGON ((115.63076 -34.32241, 115.60903 -34.3...","{'lats': [-34.322414363207066, -34.32241243533323, -34.30438273200865, -34.304380805429865], 'lons': [115.63076435451048, 115.60903332272662, 115.60903332272662, 115.63075970877534]}"
380,S_k_837,"                                            geometry
0  POLYGON ((115.50183 -34.03191, 115.48017 -34.0...","{'lats': [-34.0319147958934, -34.03191288881726, -34.01388233056935, -34.01388042477958], 'lons': [115.50182719931861, 115.48017051094166, 115.48017051094166, 115.5018226196466]}"
381,S_k_838,"                                            geometry
0  POLYGON ((115.40773 -34.02411, 115.38607 -34.0...","{'lats': [-34.02411480748693, -34.02411290096727, -34.006082319811945, -34.00608041457842], 'lons': [115.40772620903375, 115.38607150210693, 115.38607150210693, 115.40772163112298]}"
382,S_k_839,"                                            geometry
0  POLYGON ((116.07402 -33.20792, 116.05257 -33.2...","{'lats': [-33.20791601342215, -33.20791416458679, -33.1898812005527, -33.18987935297991], 'lons': [116.07402466963184, 116.0525731318672, 116.0525731318672, 116.07402027248267]}"
383,S_k_846,"                                            geometry
0  POLYGON ((115.81894 -34.13531, 115.79726 -34.1...","{'lats': [-34.135314642084666, -34.135312727621965, -34.11728247328014, -34.11728056010688], 'lons': [115.81894036311284, 115.79725733544564, 115.79725733544564, 115.81893576003137]}"
384,S_k_847,"                                            geometry
0  POLYGON ((115.95636 -34.26601, 115.93464 -34.2...","{'lats': [-34.26601444734877, -34.26601252352382, -34.24798265394996, -34.24798073141834], 'lons': [115.95635709908167, 115.93464058460273, 115.93464058460273, 115.9563524662444]}"
385,S_k_848,"                                            geometry
0  POLYGON ((116.69290 -34.61631, 116.67110 -34.6...","{'lats': [-34.61631392369849, -34.616311974638855, -34.59828313968887, -34.59828119193321], 'lons': [116.69290249167963, 116.67109515167665, 116.67109515167665, 116.69289777816545]}"
386,S_k_849,"                                            geometry
0  POLYGON ((116.53204 -34.13861, 116.51036 -34.1...","{'lats': [-34.13861463717221, -34.138612722473475, -34.12058247783798, -34.12058056442878], 'lons': [116.53204078434366, 116.5103569138404, 116.5103569138404, 116.53203618051316]}"
387,S_k_850,"                                            geometry
0  POLYGON ((116.52859 -34.52941, 116.50681 -34.5...","{'lats': [-34.52941405383334, -34.529412111053205, -34.51138301898779, -34.511381077508986], 'lons': [116.52859115756735, 116.50680649585674, 116.50680649585674, 116.528586464194]}"
388,S_k_855,"                                            geometry
0  POLYGON ((115.93253 -34.07241, 115.91087 -34.0...","{'lats': [-34.07241473567578, -34.072412825708554, -34.054382386443216, -34.05438047776356], 'lons': [115.93253234732998, 115.91086535835376, 115.91086535835376, 115.9325277585026]}"
389,S_k_857,"                                            geometry
0  POLYGON ((116.57553 -34.80201, 116.55367 -34.8...","{'lats': [-34.802013645104736, -34.802011682582666, -34.783983398058325, -34.78398143684597], 'lons': [116.57552687579545, 116.55367074590413, 116.55367074590413, 116.57552211895671]}"
390,S_k_858,"                                            geometry
0  POLYGON ((116.60032 -34.75721, 116.57848 -34.7...","{'lats': [-34.757213712377656, -34.75721175310885, -34.73918333567265, -34.73918137771217], 'lons': [116.60032097264211, 116.57847665429998, 116.57847665429998, 116.60031622629113]}"
391,S_k_863,"                                            geometry
0  POLYGON ((116.35577 -34.33071, 116.33403 -34.3...","{'lats': [-34.33071435081901, -34.33071242234888, -34.31268274350086, -34.31268081632602], 'lons': [116.35576542395118, 116.33403225233565, 116.33403225233565, 116.35576077631502]}"
392,S_k_864,"                                            geometry
0  POLYGON ((116.16326 -32.70652, 116.14193 -32.7...","{'lats': [-32.70651674689006, -32.706514932967806, -32.688480519551774, -32.68847870687818], 'lons': [116.1632642990251, 116.14193355630317, 116.14193355630317, 116.16326000956053]}"
393,S_k_865,"                                            geometry
0  POLYGON ((116.24248 -32.80832, 116.22112 -32.8...","{'lats': [-32.80831659843997, -32.80831477746066, -32.790280657396195, -32.79027883766834], 'lons': [116.24247643495548, 116.22112140954405, 116.22112140954405, 116.24247212382812]}"
394,S_k_874,"                                            geometry
0  POLYGON ((116.09351 -33.08402, 116.07209 -33.0...","{'lats': [-33.084016195201215, -33.08401435502949, -33.06598103179274, -33.0659791928801], 'lons': [116.09350961161253, 116.07208820330418, 116.07208820330418, 116.09350524130532]}"
395,S_k_876,"                                            geometry
0  POLYGON ((115.95364 -33.30692, 115.93216 -33.3...","{'lats': [-33.30691586792723, -33.306914012152035, -33.28888133561912, -33.28887948110929], 'lons': [115.95363676810936, 115.93216102261292, 115.93216102261292, 115.95363234940142]}"
396,S_k_886,"                                            geometry
0  POLYGON ((116.37528 -34.48091, 116.35351 -34.4...","{'lats': [-34.48091412639732, -34.480912187116246, -34.46288295168058, -34.46288101369935], 'lons': [116.37528485299448, 116.3535128060303, 116.3535128060303, 116.37528017082533]}"
397,S_k_887,"                                            geometry
0  POLYGON ((116.70886 -34.26941, 116.68714 -34.2...","{'lats': [-34.269414442278254, -34.26941251820936, -34.25138265865398, -34.25138073587854], 'lons': [116.7088575358927, 116.6871401474035, 116.6871401474035, 116.70885290227889]}"
398,S_k_888,"                                            geometry
0  POLYGON ((116.58055 -34.23161, 116.55885 -34.2...","{'lats': [-34.23161449863714, -34.23161257727908, -34.21358260636788, -34.21358068630213], 'lons': [116.58055268371017, 116.5588450038981, 116.5588450038981, 116.58054805872261]}"
399,S_k_889,"                                            geometry
0  POLYGON ((116.40865 -34.17441, 116.38695 -34.1...","{'lats': [-34.17441458386488, -34.174412666604375, -34.156382527296415, -34.15638061132651], 'lons': [116.40864535848154, 116.38695233563699, 116.38695233563699, 116.40864074651783]}"
400,S_k_892,"                                            geometry
0  POLYGON ((115.86686 -34.31901, 115.84513 -34.3...","{'lats': [-34.31901436828129, -34.31901244065169, -34.30098272730137, -34.30098080096672], 'lons': [115.86686391655304, 115.84513376107319, 115.84513376107319, 115.86685927159644]}"
401,S_k_895,"                                            geometry
0  POLYGON ((116.68321 -34.69981, 116.66138 -34.6...","{'lats': [-34.69981379851328, -34.69981184340762, -34.68178325579122, -34.68178130199212], 'lons': [116.6832134283058, 116.6613842053366, 116.6613842053366, 116.68320869535897]}"
402,S_k_896,"                                            geometry
0  POLYGON ((116.14533 -34.07201, 116.12367 -34.0...","{'lats': [-34.072014736270724, -34.07201282633207, -34.05398238589125, -34.05398047724016], 'lons': [116.14533229643499, 116.12366540929402, 116.12366540929402, 116.14532770769812]}"
403,S_k_897,"                                            geometry
0  POLYGON ((116.43414 -34.09901, 116.41246 -34.0...","{'lats': [-34.0990146961068, -34.09901278423928, -34.08098242315714, -34.08098051257797], 'lons': [116.43413573410909, 116.41246196856403, 116.41246196856403, 116.43413113925897]}"
404,S_k_898,"                                            geometry
0  POLYGON ((116.29069 -34.54451, 116.26890 -34.5...","{'lats': [-34.54451403123159, -34.544512087361234, -34.52648303995168, -34.52648109738312], 'lons': [116.29069312352232, 116.26890452815535, 116.26890452815535, 116.29068842665532]}"
405,S_k_899,"                                            geometry
0  POLYGON ((116.89938 -34.42841, 116.87762 -34.4...","{'lats': [-34.42841420489241, -34.428412269394464, -34.41038287886906, -34.41038094466937], 'lons': [116.89937804547478, 116.87761961959781, 116.87761961959781, 116.8993733754044]}"
406,S_k_900,"                                            geometry
0  POLYGON ((115.98324 -34.12491, 115.96156 -34.1...","{'lats': [-34.12491465756488, -34.124912743845925, -34.10688245891735, -34.1068805464875], 'lons': [115.98323903604724, 115.96155866369081, 115.96155866369081, 115.9832344353255]}"
407,S_k_905,"                                            geometry
0  POLYGON ((116.09354 -34.10941, 116.07186 -34.1...","{'lats': [-34.109414680632185, -34.10941276802136, -34.09138243751496, -34.0913805261928], 'lons': [116.09353705947561, 116.0718606420194, 116.0718606420194, 116.09353246226861]}"
408,S_k_906,"                                            geometry
0  POLYGON ((116.07184 -34.10921, 116.05016 -34.1...","{'lats': [-34.10921468092979, -34.109212768333265, -34.09118243723883, -34.09118052593096], 'lons': [116.07183703398137, 116.05016066753632, 116.05016066753632, 116.07183243681972]}"
409,S_k_909,"                                            geometry
0  POLYGON ((116.60151 -34.69401, 116.57968 -34.6...","{'lats': [-34.69401380721325, -34.69401185252794, -34.675983247722726, -34.675981294343806], 'lons': [116.6015126671762, 116.57968496714223, 116.57968496714223, 116.60150793558171]}"
410,S_k_911,"                                            geometry
0  POLYGON ((116.38496 -34.27761, 116.36324 -34.2...","{'lats': [-34.27761443004836, -34.27761250539109, -34.25958266999988, -34.2595807466363], 'lons': [116.38495858968038, 116.36323909267938, 116.36323909267938, 116.38495395419321]}"
411,S_k_912,"                                            geometry
0  POLYGON ((116.80590 -34.59271, 116.78410 -34.5...","{'lats': [-34.59271395905501, -34.59271201170202, -34.57468310689624, -34.57468116084651], 'lons': [116.80589940878306, 116.78409823731157, 116.78409823731157, 116.80589470074702]}"
412,S_k_913,"                                            geometry
0  POLYGON ((116.84159 -34.53631, 116.81981 -34.5...","{'lats': [-34.53631404350595, -34.53631210022769, -34.51828302856683, -34.51828108659011], 'lons': [116.84159205573555, 116.81980559689067, 116.81980559689067, 116.84158736076607]}"
413,S_k_920,"                                            geometry
0  POLYGON ((115.87017 -34.35821, 115.84843 -34.3...","{'lats': [-34.358214309764165, -34.35821237931752, -34.34018278158624, -34.34018085243573], 'lons': [115.87016897041683, 115.8484287027188, 115.8484287027188, 115.87016431647668]}"
414,S_k_933,"                                            geometry
0  POLYGON ((116.06598 -34.45851, 116.04422 -34.4...","{'lats': [-34.45851415989539, -34.458512222229025, -34.44048292060837, -34.44048098424118], 'lons': [116.06598194629127, 116.04421571531574, 116.04421571531574, 116.06597726928803]}"
415,S_k_934,"                                            geometry
0  POLYGON ((115.98185 -34.19571, 115.96015 -34.1...","{'lats': [-34.19571455213589, -34.19571263335019, -34.177682556733906, -34.17768063923944], 'lons': [115.98184808381134, 115.96014960788493, 115.96014960788493, 115.98184346700198]}"
416,S_k_939,"                                            geometry
0  POLYGON ((116.47992 -34.74991, 116.45808 -34.7...","{'lats': [-34.7499137233358, -34.74991176459677, -34.73188332551037, -34.73188136807944], 'lons': [116.47992001198232, 116.45807761581293, 116.45807761581293, 116.47991526733809]}"
417,S_k_940,"                                            geometry
0  POLYGON ((116.31601 -34.65791, 116.29419 -34.6...","{'lats': [-34.6579138613481, -34.6579119092778, -34.63988319751638, -34.639881246751365], 'lons': [116.31600793470335, 116.29418970381838, 116.29418970381838, 116.31600321151755]}"
418,S_k_941,"                                            geometry
0  POLYGON ((116.30142 -34.77341, 116.27957 -34.7...","{'lats': [-34.77341368805586, -34.773411727611034, -34.7553833582278, -34.75538139909183], 'lons': [116.30142310575586, 116.2795745192918, 116.2795745192918, 116.30141835561507]}"
419,S_k_946,"                                            geometry
0  POLYGON ((116.17978 -34.46831, 116.15801 -34.4...","{'lats': [-34.46831414524123, -34.46831220686854, -34.450282934201375, -34.45028099712815], 'lons': [116.1797832175778, 116.15801444289978, 116.15801444289978, 116.17977853831515]}"
420,S_k_953,"                                            geometry
0  POLYGON ((115.87779 -34.48451, 115.85601 -34.4...","{'lats': [-34.48451412101275, -34.4845121814721, -34.466482956675144, -34.46648101843445], 'lons': [115.87778532044352, 115.85601233816594, 115.85601233816594, 115.8777806374436]}"
421,S_k_954,"                                            geometry
0  POLYGON ((116.22918 -34.40801, 116.20742 -34.4...","{'lats': [-34.40801423537828, -34.40801230134911, -34.389982850589796, -34.38998091785825], 'lons': [116.2291754050307, 116.20742226238778, 116.20742226238778, 116.22917073965338]}"
422,S_k_959,"                                            geometry
0  POLYGON ((116.00209 -32.93822, 115.98071 -32.9...","{'lats': [-32.93821640866511, -32.938214578657664, -32.920180833603474, -32.92017900485108], 'lons': [116.00209201008853, 115.98070582051942, 115.98070582051942, 116.00208767117138]}"
423,S_k_968,"                                            geometry
0  POLYGON ((116.16120 -32.99252, 116.13980 -32.9...","{'lats': [-32.992516329221786, -32.99251449543273, -32.97448090736382, -32.97447907483132], 'lons': [116.16119855051838, 116.13979927425802, 116.13979927425802, 116.16119419993535]}"
424,S_k_969,"                                            geometry
0  POLYGON ((115.96560 -33.00822, 115.94420 -33.0...","{'lats': [-33.008216306239454, -33.008214471356155, -32.99018092870177, -32.990179095075455], 'lons': [115.96560044486728, 115.94419737822034, 115.94419737822034, 115.96559609090583]}"
425,S_k_970,"                                            geometry
0  POLYGON ((116.09020 -33.00942, 116.06880 -33.0...","{'lats': [-33.009416304482606, -33.009414469515654, -32.9913809303329, -32.991379096622964], 'lons': [116.09020058971895, 116.0687972332395, 116.0687972332395, 116.09019623549918]}"
426,S_k_973,"                                            geometry
0  POLYGON ((116.03620 -33.02702, 116.01480 -33.0...","{'lats': [-33.02701627871181, -33.027014442517704, -33.00898095425958, -33.00897911932297], 'lons': [116.03620271520118, 116.01479510586253, 116.01479510586253, 116.03619835719095]}"
427,S_k_975,"                                            geometry
0  POLYGON ((116.01991 -33.04622, 115.99849 -33.0...","{'lats': [-33.04621625059016, -33.04621441305679, -33.0281809803686, -33.02817914409327], 'lons': [116.01990503602596, 115.99849278296901, 115.99849278296901, 116.01990067387722]}"
428,S_k_976,"                                            geometry
0  POLYGON ((116.17971 -33.06562, 116.15829 -33.0...","{'lats': [-33.065616222167094, -33.06561438327992, -33.04758100675727, -33.04757916912868], 'lons': [116.1797073832715, 116.15829043363124, 116.15829043363124, 116.1797030169374]}"
429,S_k_977,"                                            geometry
0  POLYGON ((116.04641 -33.08402, 116.02499 -33.0...","{'lats': [-33.084016195201215, -33.08401435502949, -33.06598103179274, -33.0659791928801], 'lons': [116.04640961161253, 116.02498820330418, 116.02498820330418, 116.04640524130532]}"
430,S_k_978,"                                            geometry
0  POLYGON ((116.15551 -33.08392, 116.13409 -33.0...","{'lats': [-33.083916195347804, -33.083914355183055, -33.06588103165667, -33.06587919275101], 'lons': [116.1555095994965, 116.13408821543103, 116.13408821543103, 116.15550522921092]}"
431,S_k_982,"                                            geometry
0  POLYGON ((116.47771 -33.08062, 116.45629 -33.0...","{'lats': [-33.08061620018461, -33.08061436025028, -33.062581027166075, -33.06257918849075], 'lons': [116.47770919970073, 116.45628861558312, 116.45628861558312, 116.47770483012793]}"
432,S_k_983,"                                            geometry
0  POLYGON ((116.42510 -32.96742, 116.40370 -32.9...","{'lats': [-32.96741636595257, -32.96741453391212, -32.9493808732608, -32.9493790424762], 'lons': [116.42509552503613, 116.4037023024377, 116.4037023024377, 116.42509117984923]}"
433,S_k_985,"                                            geometry
0  POLYGON ((116.40131 -33.12402, 116.37988 -33.1...","{'lats': [-33.12401613655334, -33.124014293587265, -33.10598108624146, -33.1059792445356], 'lons': [116.40131446285169, 116.37988334774168, 116.37988334774168, 116.40131008389562]}"
434,S_k_986,"                                            geometry
0  POLYGON ((116.33701 -33.04962, 116.31559 -33.0...","{'lats': [-33.049616245609414, -33.04961440783882, -33.031580984992864, -33.031579148480404], 'lons': [116.33700544723571, 116.31559237139273, 116.31559237139273, 116.33700108435372]}"
435,S_k_988,"                                            geometry
0  POLYGON ((115.96092 -33.13232, 115.93948 -33.1...","{'lats': [-33.132316124379365, -33.13231428083315, -33.11428109754361, -33.11427925525785], 'lons': [115.9609154706897, 115.93948233900555, 115.93948233900555, 115.960911089937]}"
436,S_k_991,"                                            geometry
0  POLYGON ((116.02422 -33.16602, 116.00278 -33.1...","{'lats': [-33.166016074934156, -33.166014229031326, -33.147981143447446, -33.147979298806014], 'lons': [116.02421956701794, 116.0027782390273, 116.0027782390273, 116.02421517896333]}"
437,S_k_992,"                                            geometry
0  POLYGON ((116.02383 -33.24832, 116.00237 -33.2...","{'lats': [-33.24831595407493, -33.24831410240942, -33.23028125564703, -33.230279405245234], 'lons': [116.02382959961999, 116.00236819748721, 116.00236819748721, 116.02382519368506]}"
438,S_k_993,"                                            geometry
0  POLYGON ((116.02413 -33.27072, 116.00267 -33.2...","{'lats': [-33.27071592115381, -33.27071406791799, -33.25268128620848, -33.25267943423701], 'lons': [116.02413233733574, 116.00266545733284, 116.00266545733284, 116.02412792652241]}"
439,S_k_994,"                                            geometry
0  POLYGON ((116.02414 -33.29282, 116.00266 -33.2...","{'lats': [-33.29281588866261, -33.29281403387675, -33.274781316370444, -33.27477946284956], 'lons': [116.02413504136571, 116.00266275089446, 116.00266275089446, 116.02413062573432]}"
440,S_k_995,"                                            geometry
0  POLYGON ((116.04682 -33.15162, 116.02538 -33.1...","{'lats': [-33.15161609606522, -33.15161425116958, -33.13358112382994, -33.13357928019529], 'lons': [116.04681781582066, 116.02537999178489, 116.02537999178489, 116.04681343088755]}"
441,S_k_996,"                                            geometry
0  POLYGON ((116.04752 -33.17462, 116.02608 -33.1...","{'lats': [-33.17461606231201, -33.1746142158075, -33.156581155165455, -33.156579309922584], 'lons': [116.04752061346824, 116.02607719164457, 116.02607719164457, 116.04751622354843]}"
442,S_k_997,"                                            geometry
0  POLYGON ((116.04772 -33.19742, 116.02627 -33.1...","{'lats': [-33.197416028840564, -33.197414180740346, -33.179381186239, -33.179379339401066], 'lons': [116.04772338993851, 116.02627441270059, 116.02627441270059, 116.04771899507008]}"
443,S_k_998,"                                            geometry
0  POLYGON ((116.04603 -33.26532, 116.02457 -33.2...","{'lats': [-33.26531592909119, -33.265314076234, -33.24728127884008, -33.24727942724708], 'lons': [116.04603167707265, 116.02456611818407, 116.02456611818407, 116.04602726743585]}"
444,S_k_999,"                                            geometry
0  POLYGON ((116.04573 -33.28372, 116.02426 -33.2...","{'lats': [-33.28371590204265, -33.28371404789514, -33.26568130394962, -33.26567945106681], 'lons': [116.04573392758296, 116.02426386566924, 116.02426386566924, 116.04572951393608]}"
445,S_k_1000,"                                            geometry
0  POLYGON ((116.06991 -33.12582, 116.04848 -33.1...","{'lats': [-33.125816133913325, -33.12581429082144, -33.10778108869239, -33.10777924686078], 'lons': [116.06991468138374, 116.04848312901487, 116.04848312901487, 116.0699103020381]}"
446,S_k_1001,"                                            geometry
0  POLYGON ((116.06793 -33.26272, 116.04647 -33.2...","{'lats': [-33.262715932912634, -33.26271408023774, -33.244681275292535, -33.24467942388175], 'lons': [116.06793135923122, 116.04646643630865, 116.04646643630865, 116.06792695016078]}"
447,S_k_1006,"                                            geometry
0  POLYGON ((116.13262 -33.13082, 116.11118 -33.1...","{'lats': [-33.130816126579596, -33.130814283138236, -33.11278109550095, -33.11277925331999], 'lons': [116.1326152885196, 116.11118252133802, 116.11118252133802, 116.13261090809166]}"
448,S_k_1010,"                                            geometry
0  POLYGON ((116.19733 -33.25822, 116.17587 -33.2...","{'lats': [-33.25821593952636, -33.25821408716693, -33.24018126915287, -33.24017941805744], 'lons': [116.19733080921779, 116.17586698681194, 116.17586698681194, 116.19732640112741]}"
449,S_k_1011,"                                            geometry
0  POLYGON ((116.19672 -33.19022, 116.17528 -33.1...","{'lats': [-33.19021603941176, -33.19021419181553, -33.17218117642518, -33.17217933009103], 'lons': [116.19672251281939, 116.17527529060116, 116.17527529060116, 116.19671811951424]}"
450,S_k_1012,"                                            geometry
0  POLYGON ((116.37723 -33.25402, 116.35577 -33.2...","{'lats': [-33.25401594569876, -33.25401409363375, -33.2359812634229, -33.23597941262175], 'lons': [116.37723029598263, 116.35576750050431, 116.35576750050431, 116.3772258888068]}"
451,S_k_1013,"                                            geometry
0  POLYGON ((116.32233 -33.25602, 116.30087 -33.2...","{'lats': [-33.25601594275957, -33.25601409055435, -33.237981266151415, -33.23797941521014], 'lons': [116.32233054036699, 116.30086725590225, 116.30086725590225, 116.32232613275572]}"
452,S_k_1015,"                                            geometry
0  POLYGON ((116.44213 -33.27632, 116.42066 -33.2...","{'lats': [-33.27631591292178, -33.27631405929326, -33.2582812938504, -33.258279441486394], 'lons': [116.4421330222397, 116.42066477181886, 116.42066477181886, 116.44212861020598]}"
453,S_k_1016,"                                            geometry
0  POLYGON ((116.46993 -33.27542, 116.44846 -33.2...","{'lats': [-33.275415914244824, -33.27541406067944, -33.2573812926222, -33.25737944032128], 'lons': [116.46993291215303, 116.44846488200358, 116.44846488200358, 116.46992850031548]}"
454,S_k_1018,"                                            geometry
0  POLYGON ((116.46334 -33.30972, 116.44186 -33.3...","{'lats': [-33.30971586380905, -33.30971400783734, -33.291681339442036, -33.29167948473577], 'lons': [116.46333711115241, 116.44186067926434, 116.44186067926434, 116.46333269183326]}"
455,S_k_1019,"                                            geometry
0  POLYGON ((116.51854 -33.31072, 116.49706 -33.3...","{'lats': [-33.31071586233821, -33.31071400629633, -33.292681340807384, -33.29267948603097], 'lons': [116.51853723367934, 116.49706055662833, 116.49706055662833, 116.5185328141419]}"
456,S_k_1020,"                                            geometry
0  POLYGON ((116.49364 -33.33062, 116.47216 -33.3...","{'lats': [-33.33061583306421, -33.330613975625354, -33.31258136798223, -33.31257951180941], 'lons': [116.4936396732279, 116.47215811490712, 116.47215811490712, 116.49363524934414]}"
457,S_k_1021,"                                            geometry
0  POLYGON ((116.52924 -33.34722, 116.50776 -33.3...","{'lats': [-33.347215808637934, -33.34721395003328, -33.32918139065668, -33.32917953331854], 'lons': [116.52924171006924, 116.50775607625188, 116.50775607625188, 116.52923728255685]}"
