,code,geom,box
10,S_k_9521,"                                            geometry
0  POLYGON ((147.73349 -42.09880, 147.70931 -42.0...","{'lats': [-42.09880228010473, -42.09879973322801, -42.080793885797114, -42.080791340518495], 'lons': [147.7334869038096, 147.70930967789036, 147.70930967789036, 147.73348006635425]}"
11,S_k_9541,"                                            geometry
0  POLYGON ((146.34723 -42.31580, 146.32297 -42.3...","{'lats': [-42.315801933489276, -42.31579936728457, -42.29779420341337, -42.2977916388176], 'lons': [146.34722832780184, 146.3229682160251, 146.3229682160251, 146.3472214145751]}"
12,S_k_9578,"                                            geometry
0  POLYGON ((146.75303 -42.30680, 146.72877 -42.3...","{'lats': [-42.30680194787059, -42.306799382470125, -42.28879419023872, -42.288791626446745], 'lons': [146.75302660063318, 146.72876994477417, 146.72876994477417, 146.7530196905685]}"
13,S_k_9620,"                                            geometry
0  POLYGON ((146.88368 -43.58760, 146.85892 -43.5...","{'lats': [-43.58759989717881, -43.587597214965704, -43.569596065686426, -43.5695933851492], 'lons': [146.88368057574962, 146.8589157359044, 146.8589157359044, 146.88367319801853]}"
14,S_k_9631,"                                            geometry
0  POLYGON ((146.76830 -43.18880, 146.74370 -43.1...","{'lats': [-43.18880053648182, -43.188797891160135, -43.17079548172517, -43.17079283805775], 'lons': [146.7682996984234, 146.74369668796956, 146.74369668796956, 146.76829247022204]}"
15,S_k_9691,"                                            geometry
0  POLYGON ((145.16179 -41.02170, 145.13801 -41.0...","{'lats': [-41.0217039958716, -41.021701543033835, -41.00369231113688, -41.00368985984561], 'lons': [145.16178791586418, 145.13800884684244, 145.13800884684244, 145.16178144054018]}"
16,S_k_9731,"                                            geometry
0  POLYGON ((146.75972 -42.28000, 146.73548 -42.2...","{'lats': [-42.280001990692135, -42.27999942768518, -42.26199415100829, -42.26199158960848], 'lons': [146.75972146220133, 146.73547508790742, 146.73547508790742, 146.7597145615425]}"
17,S_k_9758,"                                            geometry
0  POLYGON ((147.81010 -41.06620, 147.78630 -41.0...","{'lats': [-41.06620392515787, -41.06620146849576, -41.04819237611167, -41.0481899209981], 'lons': [147.81009592388557, 147.78630083156486, 147.78630083156486, 147.81008943404467]}"
18,S_k_9766,"                                            geometry
0  POLYGON ((147.40356 -41.42530, 147.37964 -41.4...","{'lats': [-41.42530335394726, -41.4253008662349, -41.40729290072882, -41.40729041458185], 'lons': [147.4035612092439, 147.37963548696484, 147.37963548696484, 147.4035546008813]}"
19,S_k_9769,"                                            geometry
0  POLYGON ((147.61936 -41.43180, 147.59543 -41.4...","{'lats': [-41.43180334359875, -41.431800855321235, -41.413792910229255, -41.41379042351742], 'lons': [147.6193624019244, 147.5954342932006, 147.5954342932006, 147.61935579139367]}"
20,S_k_9775,"                                            geometry
0  POLYGON ((148.12256 -41.41540, 148.09864 -41.4...","{'lats': [-41.41540336970818, -41.41540088285639, -41.397392886259155, -41.397390400972284], 'lons': [148.12255939345383, 148.0986373044048, 148.0986373044048, 148.12255278839194]}"
21,S_k_9829,"                                            geometry
0  POLYGON ((147.84429 -41.55880, 147.82031 -41.5...","{'lats': [-41.55880314134264, -41.55880064200017, -41.5407930958821, -41.54079059811137], 'lons': [147.84428578403163, 147.8203108898367, 147.8203108898367, 147.8442791309737]}"
22,S_k_9830,"                                            geometry
0  POLYGON ((147.69880 -41.09800, 147.67500 -41.0...","{'lats': [-41.0980038746155, -41.09800141521733, -41.07999242254826, -41.0799899647001], 'lons': [147.69880165750644, 147.67499509274734, 147.67499509274734, 147.69879515726885]}"
23,S_k_9849,"                                            geometry
0  POLYGON ((146.55052 -42.29540, 146.52627 -42.2...","{'lats': [-42.295401966086224, -42.29539940170414, -42.277394173550995, -42.27739161077684], 'lons': [146.55052441402407, 146.52627213338414, 146.52627213338417, 146.55051750796224]}"
24,S_k_9850,"                                            geometry
0  POLYGON ((147.84085 -41.92460, 147.81674 -41.9...","{'lats': [-41.92460255814529, -41.924600026689774, -41.906593630894726, -41.906591101028695], 'lons': [147.8408539796798, 147.81674263207336, 147.81674263207336, 147.84084720235072]}"
25,S_k_9853,"                                            geometry
0  POLYGON ((147.82775 -41.90300, 147.80365 -41.9...","{'lats': [-41.90300259260743, -41.90300006305825, -41.88499359929288, -41.884991071332145], 'lons': [147.82774991752794, 147.80364669793013, 147.80364669793013, 147.82774314761122]}"
26,S_k_9854,"                                            geometry
0  POLYGON ((147.80376 -41.96880, 147.77963 -41.9...","{'lats': [-41.968802487616, -41.968799952255566, -41.95079369556491, -41.95079116179613], 'lons': [147.80376230596252, 147.77963429819437, 147.77963429819437, 147.80375551343596]}"
27,S_k_9857,"                                            geometry
0  POLYGON ((146.61122 -42.26920, 146.58698 -42.2...","{'lats': [-42.26920200794738, -42.2691994459044, -42.25119413519933, -42.251191574762956], 'lons': [146.61121939347422, 146.58697715852696, 146.58697715852696, 146.61121249660155]}"
28,S_k_9858,"                                            geometry
0  POLYGON ((146.54431 -42.24170, 146.52008 -42.2...","{'lats': [-42.24170205188129, -42.2416994922914, -42.22369409494598, -42.223691536961326], 'lons': [146.54431413102193, 146.5200824257925, 146.5200824257925, 146.54430724377906]}"
29,S_k_9868,"                                            geometry
0  POLYGON ((147.84128 -41.53510, 147.81732 -41.5...","{'lats': [-41.53510317909542, -41.535100681821085, -41.51709306123256, -41.51709056552885], 'lons': [147.84128140917218, 147.81731526867486, 147.81731526867486, 147.84127476407434]}"
30,S_k_9869,"                                            geometry
0  POLYGON ((148.24999 -41.59710, 148.22600 -41.5...","{'lats': [-41.59710308032432, -41.59710057763648, -41.579093151880684, -41.57909065076644], 'lons': [148.24999286507108, 148.2260038023558, 148.2260038023558, 148.24998619912606]}"
31,S_k_9878,"                                            geometry
0  POLYGON ((148.19161 -41.67510, 148.16759 -41.6...","{'lats': [-41.675102956024965, -41.67510044651193, -41.65709326593884, -41.65709075800314], 'lons': [148.1916073285797, 148.16758932568422, 148.16758932568422, 148.1916006363002]}"
32,S_k_9882,"                                            geometry
0  POLYGON ((147.47911 -41.12370, 147.45529 -41.1...","{'lats': [-41.1237038337624, -41.12370137215111, -41.105692460080306, -41.105690000020225], 'lons': [147.47910629801567, 147.4552904480313, 147.4552904480313, 147.47909978936178]}"
33,S_k_9888,"                                            geometry
0  POLYGON ((148.10829 -41.57130, 148.08431 -41.5...","{'lats': [-41.5713031214292, -41.57130062099534, -41.553293114157896, -41.55329061529638], 'lons': [148.10828809356468, 148.08430857820295, 148.08430857820295, 148.10828143630394]}"
34,S_k_9893,"                                            geometry
0  POLYGON ((148.09764 -41.28560, 148.07376 -41.2...","{'lats': [-41.28560357628326, -41.28560110069051, -41.26759269657898, -41.26759022254503], 'lons': [148.09763567040807, 148.07376104899376, 148.07376104899376, 148.0976291084467]}"
35,S_k_9902,"                                            geometry
0  POLYGON ((147.35566 -41.44320, 147.33173 -41.4...","{'lats': [-41.443203325448316, -41.443200836179315, -41.42519292689191, -41.42519043918914], 'lons': [147.35566449465082, 147.33173219857255, 147.33173219857255, 147.35565788031553]}"
36,S_k_9913,"                                            geometry
0  POLYGON ((147.93844 -41.86620, 147.91435 -41.8...","{'lats': [-41.866202651313706, -41.866200125009414, -41.8481935454554, -41.84819102073775], 'lons': [147.9384430070876, 147.91435361467188, 147.91435361467188, 147.93843624977777]}"
37,S_k_9916,"                                            geometry
0  POLYGON ((148.19615 -41.91950, 148.17204 -41.9...","{'lats': [-41.91950256628245, -41.91950003527716, -41.90149362343308, -41.90149109401704], 'lons': [148.19615302015833, 148.17204359247, 148.17204359247, 148.19614624458023]}"
38,S_k_9917,"                                            geometry
0  POLYGON ((147.92017 -41.98780, 147.89603 -41.9...","{'lats': [-41.98780245729412, -41.987799920253444, -41.96979372336572, -41.969791187917636], 'lons': [147.92016589088928, 147.89603070999624, 147.89603070999624, 147.92015909181774]}"
39,S_k_9926,"                                            geometry
0  POLYGON ((147.85919 -42.08950, 147.83501 -42.0...","{'lats': [-42.089502294953284, -42.08949974890197, -42.07149387218697, -42.07149132773329], 'lons': [147.85918513870794, 147.8350114446044, 147.8350114446044, 147.85917830447826]}"
40,S_k_9942,"                                            geometry
0  POLYGON ((148.12063 -41.24750, 148.09677 -41.2...","{'lats': [-41.24750363689445, -41.24750116459814, -41.22949264091437, -41.22949017017506], 'lons': [148.1206287365425, 148.09676798915223, 148.09676798915223, 148.12062218717097]}"
41,S_k_9978,"                                            geometry
0  POLYGON ((146.89947 -43.52670, 146.87473 -43.5...","{'lats': [-43.526699994843575, -43.52669731829534, -43.508695976519505, -43.50869330164382], 'lons': [146.89946811732906, 146.8747282058567, 146.8747282058567, 146.89946076266952]}"
42,S_k_10006,"                                            geometry
0  POLYGON ((146.48957 -41.49940, 146.46562 -41.4...","{'lats': [-41.49940323595588, -41.49940074179402, -41.48139300904249, -41.481390516449544], 'lons': [146.48957482910475, 146.46562185472524, 146.46562185472524, 146.48956819597663]}"
43,S_k_10007,"                                            geometry
0  POLYGON ((147.32212 -41.17890, 147.29828 -41.1...","{'lats': [-41.178903745997786, -41.1789012796272, -41.16089254070308, -41.16089007588627], 'lons': [147.32211628557317, 147.2982804514171, 147.2982804514171, 147.32210975880002]}"
44,S_k_10040,"                                            geometry
0  POLYGON ((147.15160 -41.06770, 147.12780 -41.0...","{'lats': [-41.06770392277398, -41.067701465982864, -41.04969237830197, -41.04968992305946], 'lons': [147.1515961941325, 147.12780056107306, 147.12780056107306, 147.15158970380165]}"
45,S_k_10042,"                                            geometry
0  POLYGON ((148.22061 -41.12520, 148.19679 -41.1...","{'lats': [-41.12520383137781, -41.12520136963728, -41.107192462270966, -41.10719000208173], 'lons': [148.22060656904867, 148.19679017675264, 148.19679017675267, 148.22060005990323]}"
46,S_k_10066,"                                            geometry
0  POLYGON ((148.13322 -41.71980, 148.10918 -41.7...","{'lats': [-41.71980288477266, -41.71980037134087, -41.70179333131113, -41.70179081945885], 'lons': [148.13321564311602, 148.10918100357745, 148.10918100357745, 148.13320893569056]}"
47,S_k_10131,"                                            geometry
0  POLYGON ((147.79105 -42.44810, 147.76674 -42.4...","{'lats': [-42.44810172203071, -42.44809914397722, -42.43009439709484, -42.43009182065701], 'lons': [147.7910538089171, 147.7667427115785, 147.7667427115785, 147.79104684901216]}"
48,S_k_10202,"                                            geometry
0  POLYGON ((148.11310 -41.09750, 148.08930 -41.0...","{'lats': [-41.09750387541026, -41.09750141605514, -41.079492421818095, -41.079489964012964], 'lons': [148.1131015672839, 148.0892951830517, 148.0892951830517, 148.11309506720994]}"
49,S_k_10512,"                                            geometry
0  POLYGON ((148.04320 -41.06780, 148.01940 -41.0...","{'lats': [-41.06780392261504, -41.06780146581532, -41.04979237844798, -41.04978992319689], 'lons': [148.0431962121497, 148.01940054303952, 148.01940054303952, 148.04318972178615]}"
50,S_k_10787,"                                            geometry
0  POLYGON ((146.83108 -43.59230, 146.80631 -43.5...","{'lats': [-43.59229988964094, -43.59229720699017, -43.574296072567776, -43.574293391593145], 'lons': [146.83108153886542, 146.80631477189684, 146.80631477189684, 146.83107415935015]}"
51,S_k_10791,"                                            geometry
0  POLYGON ((146.76232 -42.77720, 146.73788 -42.7...","{'lats': [-42.77720119561015, -42.777198587865875, -42.759194878970746, -42.759192272859025], 'lons': [146.76231794610868, 146.73787851554246, 146.73787851554246, 146.7623108684749]}"
52,S_k_10858,"                                            geometry
0  POLYGON ((145.55494 -41.32670, 145.53105 -41.3...","{'lats': [-41.32670351088701, -41.32670103173399, -41.308692756632816, -41.30869027904053], 'lons': [145.55494316524513, 145.53105354735277, 145.53105354735277, 145.55493658967148]}"
53,S_k_10880,"                                            geometry
0  POLYGON ((145.57237 -41.47110, 145.54843 -41.4...","{'lats': [-41.47110328102348, -41.471100789326506, -41.45309296767349, -41.45309047754409], 'lons': [145.57236962142315, 145.54842706714078, 145.54842706714078, 145.572362997766]}"
54,S_k_10885,"                                            geometry
0  POLYGON ((145.09391 -41.69300, 145.06989 -41.6...","{'lats': [-41.69300292749382, -41.69300041641218, -41.67499329211631, -41.67499078261289], 'lons': [145.09391065585064, 145.06988599538408, 145.06988599538408, 145.09390395751072]}"
55,S_k_10894,"                                            geometry
0  POLYGON ((145.19352 -41.18930, 145.16968 -41.1...","{'lats': [-41.18930372945972, -41.18930126219156, -41.17129255589427, -41.171290090180385], 'lons': [145.193518170408, 145.1696785648727, 145.1696785648727, 145.19351164021464]}"
56,S_k_10896,"                                            geometry
0  POLYGON ((145.43472 -41.20690, 145.41088 -41.2...","{'lats': [-41.20690370147028, -41.206901232682526, -41.18889258160341, -41.18889011437074], 'lons': [145.4347213623866, 145.41087536999865, 145.41087536999865, 145.43471482640044]}"
57,S_k_10903,"                                            geometry
0  POLYGON ((145.57149 -41.55550, 145.54751 -41.5...","{'lats': [-41.55550314659959, -41.55550064754518, -41.53749309105736, -41.53749059357454], 'lons': [145.57148517455903, 145.54751149986367, 145.54751149986367, 145.5714785226101]}"
58,S_k_10904,"                                            geometry
0  POLYGON ((145.01011 -41.71480, 144.98608 -41.7...","{'lats': [-41.714802892743414, -41.71480037975022, -41.69679332399852, -41.69679081258461], 'lons': [145.0101147121413, 144.98608193539994, 144.98608193539994, 145.01010800641197]}"
59,S_k_10911,"                                            geometry
0  POLYGON ((145.14003 -41.24220, 145.11617 -41.2...","{'lats': [-41.24220364532502, -41.24220117348696, -41.22419263317142, -41.22419016289011], 'lons': [145.14002777304708, 145.11616895352188, 145.11616895352188, 145.14002122542468]}"
60,S_k_10918,"                                            geometry
0  POLYGON ((145.96345 -41.35330, 145.93955 -41.3...","{'lats': [-41.35330346855552, -41.35330098709591, -41.33529279550311, -41.33529031560549], 'lons': [145.96344802423246, 145.93954868395323, 145.93954868395323, 145.9634414398316]}"
61,S_k_10943,"                                            geometry
0  POLYGON ((145.45491 -41.14630, 145.43109 -41.1...","{'lats': [-41.14630379783273, -41.14630133427385, -41.12829249308741, -41.128290031080795], 'lons': [145.45491038375667, 145.43108635858593, 145.43108635858596, 145.45490386769143]}"
62,S_k_10949,"                                            geometry
0  POLYGON ((144.89992 -41.19670, 144.87608 -41.1...","{'lats': [-41.19670371769174, -41.19670124978475, -41.17869256670364, -41.178690100351275], 'lons': [144.89991951214392, 144.87607722191973, 144.87607722191973, 144.89991297951568]}"
63,S_k_10973,"                                            geometry
0  POLYGON ((145.24302 -41.17680, 145.21918 -41.1...","{'lats': [-41.17680374933712, -41.17680128314773, -41.158792537635684, -41.158790072999984], 'lons': [145.24301590510174, 145.21918083223363, 145.21918083223363, 145.24300937901899]}"
64,S_k_10975,"                                            geometry
0  POLYGON ((145.10259 -41.60560, 145.07860 -41.6...","{'lats': [-41.60560306678096, -41.605600563350144, -41.58759316430918, -41.58759066245238], 'lons': [145.1025944384464, 145.07860222754897, 145.07860222754897, 145.1025877696374]}"
65,S_k_11033,"                                            geometry
0  POLYGON ((147.05385 -42.92380, 147.02935 -42.9...","{'lats': [-42.92380096093659, -42.92379833986547, -42.90579509365088, -42.905792474219986], 'lons': [147.05384686618132, 147.02934956887967, 147.02934956887967, 147.0538397353494]}"
66,S_k_11034,"                                            geometry
0  POLYGON ((148.12955 -41.35420, 148.10565 -41.3...","{'lats': [-41.35420346712315, -41.354200985585486, -41.33619279681832, -41.33619031684267], 'lons': [148.12954818874874, 148.1056485192876, 148.1056485192876, 148.12954160404894]}"
67,S_k_11035,"                                            geometry
0  POLYGON ((146.87305 -42.95330, 146.84854 -42.9...","{'lats': [-42.953300913701476, -42.95329828994102, -42.935295136851416, -42.935292514732744], 'lons': [146.87305271202024, 146.8485437176616, 146.8485437176616, 146.87304557042634]}"
68,S_k_11037,"                                            geometry
0  POLYGON ((146.83695 -42.91840, 146.81245 -42.9...","{'lats': [-42.91840096958259, -42.918398349003475, -42.90039508574302, -42.900392466803844], 'lons': [146.83694579705298, 146.81245063899172, 146.81245063899172, 146.836938668189]}"
69,S_k_11056,"                                            geometry
0  POLYGON ((146.52082 -42.77400, 146.49638 -42.7...","{'lats': [-42.774001200731476, -42.7739985932774, -42.7559948742848, -42.75599226846312], 'lons': [146.52081731725778, 146.4963791449711, 146.4963791449711, 146.52081024077998]}"
70,S_k_11057,"                                            geometry
0  POLYGON ((146.65578 -42.56570, 146.63142 -42.5...","{'lats': [-42.56570153398597, -42.56569894535851, -42.54769456927537, -42.547691982269576], 'lons': [146.65577660376005, 146.6314198958413, 146.6314198958413, 146.65576960205257]}"
71,S_k_11061,"                                            geometry
0  POLYGON ((146.52796 -42.49710, 146.50363 -42.4...","{'lats': [-42.49710164368786, -42.49709906123335, -42.479094468834745, -42.47909188799837], 'lons': [146.5279632901276, 146.50363322167996, 146.50363322167996, 146.52795631284064]}"
72,S_k_11082,"                                            geometry
0  POLYGON ((148.19665 -41.89710, 148.17255 -41.8...","{'lats': [-41.897102602020176, -41.89710007299149, -41.87909359066111, -41.87909106322057], 'lons': [148.19664880873395, 148.1725478077353, 148.1725478077353, 148.1966420408403]}"
73,S_k_11083,"                                            geometry
0  POLYGON ((148.20027 -41.48270, 148.17632 -41.4...","{'lats': [-41.48270326255124, -41.48270076984418, -41.464692984630055, -41.46469049349111], 'lons': [148.20027175511765, 148.1763249315068, 148.1763249315068, 148.20026512758028]}"
74,S_k_11090,"                                            geometry
0  POLYGON ((147.83603 -42.30460, 147.81177 -42.3...","{'lats': [-42.30460195138594, -42.304599386182026, -42.286594187018245, -42.28659162342273], 'lons': [147.836026178557, 147.81177036723662, 147.81177036723662, 147.83601926926502]}"
75,S_k_11095,"                                            geometry
0  POLYGON ((147.82979 -42.10870, 147.80561 -42.1...","{'lats': [-42.1087022642976, -42.10869971654195, -42.09069390028548, -42.090691354128424], 'lons': [147.8297887837074, 147.80560779627532, 147.80560779627532, 147.82978194281637]}"
76,S_k_11172,"                                            geometry
0  POLYGON ((147.55174 -41.28210, 147.52786 -41.2...","{'lats': [-41.2821035818517, -41.28210110656194, -41.264092691465216, -41.26409021773408], 'lons': [147.5517350328813, 147.5278616870992, 147.5278616870992, 147.55172847207766]}"
77,S_k_11194,"                                            geometry
0  POLYGON ((147.55528 -41.52220, 147.53132 -41.5...","{'lats': [-41.5222031996427, -41.52220070349344, -41.50419304237348, -41.50419054779422], 'lons': [147.55527903012714, 147.53131764988322, 147.53131764988322, 147.55527238935736]}"
78,S_k_11292,"                                            geometry
0  POLYGON ((147.73435 -41.39050, 147.71044 -41.3...","{'lats': [-41.390503409346124, -41.39050092465765, -41.37249284986742, -41.37249036674268], 'lons': [147.7343548304879, 147.71044187151603, 147.71044187151603, 147.73434823371937]}"
79,S_k_11358,"                                            geometry
0  POLYGON ((147.98461 -41.13850, 147.96079 -41.1...","{'lats': [-41.1385038102337, -41.13850134734715, -41.12049248169536, -41.120490020360705], 'lons': [147.98460897310636, 147.9607877705152, 147.9607877705152, 147.9846024596001]}"
80,S_k_11380,"                                            geometry
0  POLYGON ((147.80246 -41.94020, 147.77834 -41.9...","{'lats': [-41.94020253325403, -41.940200000420916, -41.922193653718956, -41.92219112247611], 'lons': [147.80245691623136, 147.778339692843, 147.778339692843, 147.80245013354298]}"
81,S_k_11418,"                                            geometry
0  POLYGON ((147.85969 -41.59700, 147.83570 -41.5...","{'lats': [-41.59700308048363, -41.597000577804536, -41.57899315173446, -41.57899065062895], 'lons': [147.85969284656483, 147.8357038208789, 147.8357038208789, 147.85968618065348]}"
82,S_k_11430,"                                            geometry
0  POLYGON ((148.13044 -41.83990, 148.10636 -41.8...","{'lats': [-41.83990269326404, -41.83990016927653, -41.82189350698128, -41.82189098457912], 'lons': [148.1304380762878, 148.10635854996676, 148.10635854996676, 148.13043132797105]}"
83,S_k_11435,"                                            geometry
0  POLYGON ((148.10823 -41.77790, 148.08417 -41.7...","{'lats': [-41.777902792140004, -41.77790027360665, -41.759893416289025, -41.75989089933799], 'lons': [148.10822647838458, 148.0841701584393, 148.0841701584393, 148.10821975121343]}"
84,S_k_11444,"                                            geometry
0  POLYGON ((147.89752 -41.19180, 147.87368 -41.1...","{'lats': [-41.19180372548411, -41.19180125800015, -41.17379255954605, -41.173790093616475], 'lons': [147.89751862364108, 147.87367811122857, 147.87367811122857, 147.8975120926252]}"
85,S_k_11473,"                                            geometry
0  POLYGON ((148.03400 -41.11340, 148.01019 -41.1...","{'lats': [-41.11340385013606, -41.11340138941195, -41.09539244503795, -41.09538998586458], 'lons': [148.03400443747722, 148.01019231025649, 148.01019231025649, 148.03399793219788]}"
86,S_k_11476,"                                            geometry
0  POLYGON ((147.41930 -41.06680, 147.39550 -41.0...","{'lats': [-41.06680392420432, -41.066801467490606, -41.048792376987784, -41.04878992182263], 'lons': [147.41929603198187, 147.3955007233706, 147.3955007233706, 147.41928954194498]}"
87,S_k_11482,"                                            geometry
0  POLYGON ((147.27824 -41.28760, 147.25436 -41.2...","{'lats': [-41.287603573101265, -41.28760109733538, -41.26959269950117, -41.269590225294166], 'lons': [147.27823603475977, 147.2543606843114, 147.2543606843114, 147.27822947213676]}"
88,S_k_11494,"                                            geometry
0  POLYGON ((147.20885 -41.35910, 147.18495 -41.3...","{'lats': [-41.359103459324636, -41.359100977361855, -41.34109280397894, -41.341090323578406], 'lons': [147.20884908457975, 147.184947622643, 147.184947622643, 147.20884249825235]}"
89,S_k_11509,"                                            geometry
0  POLYGON ((148.07629 -41.56330, 148.05231 -41.5...","{'lats': [-41.563303134173914, -41.56330063443859, -41.54529310246131, -41.54529060429795], 'lons': [148.07628661529498, 148.05231005781732, 148.05231005781732, 148.07627996072435]}"
90,S_k_11510,"                                            geometry
0  POLYGON ((148.09552 -41.73000, 148.07148 -41.7...","{'lats': [-41.730002868511804, -41.73000035418505, -41.71199334622912, -41.71199083348237], 'lons': [148.09551754303718, 148.071479101926, 148.071479101926, 148.09551083215004]}"
91,S_k_11511,"                                            geometry
0  POLYGON ((148.10031 -41.70220, 148.07628 -41.7...","{'lats': [-41.702202912828916, -41.702200400940725, -41.684193305571014, -41.68419079526148], 'lons': [148.10031236713246, 148.0762842825441, 148.0762842825441, 148.10030566567522]}"
92,S_k_11532,"                                            geometry
0  POLYGON ((145.03827 -40.93990, 145.01452 -40.9...","{'lats': [-40.93990412581519, -40.93990167999404, -40.92189219172273, -40.92188974744429], 'lons': [145.03827324234464, 145.01452353365195, 145.01452353365195, 145.03826679360898]}"
93,S_k_12185,"                                            geometry
0  POLYGON ((145.29787 -40.91180, 145.27413 -40.9...","{'lats': [-40.911804170440654, -40.91180172702588, -40.893792150708414, -40.89378970883506], 'lons': [145.29786821564642, 145.2741285649011, 145.2741285649011, 145.2978617760156]}"
94,S_k_12189,"                                            geometry
0  POLYGON ((146.51401 -41.67860, 146.48999 -41.6...","{'lats': [-41.67860295044643, -41.67860044062676, -41.66059327105727, -41.66059076281511], 'lons': [146.51400797892578, 146.48998867474612, 146.48998867474612, 146.51400128546177]}"
95,S_k_12193,"                                            geometry
0  POLYGON ((145.41769 -41.04330, 145.39390 -41.0...","{'lats': [-41.043303961549654, -41.04330150685621, -41.02529234267414, -41.02528988952819], 'lons': [145.41769180065657, 145.39390495853027, 145.39390495853027, 145.4176853182908]}"
96,S_k_12195,"                                            geometry
0  POLYGON ((145.57879 -41.05370, 145.55500 -41.0...","{'lats': [-41.05370394502291, -41.05370148943557, -41.03569235785946, -41.03568990382008], 'lons': [145.57879367262376, 145.55500308486685, 145.55500308486685, 145.5787871868644]}"
97,S_k_12202,"                                            geometry
0  POLYGON ((146.27110 -41.63860, 146.24710 -41.6...","{'lats': [-41.63860301419603, -41.63860050787887, -41.620593212563165, -41.620590707821606], 'lons': [146.2711005532761, 146.24709610715485, 146.24709610715485, 146.27109387333476]}"
98,S_k_12204,"                                            geometry
0  POLYGON ((146.66220 -42.69160, 146.63780 -42.6...","{'lats': [-42.691601332587894, -42.691598732596276, -42.67359475362399, -42.67359215526051], 'lons': [146.66220115978217, 146.6377953172866, 146.6377953172866, 146.6621941129942]}"
99,S_k_12205,"                                            geometry
0  POLYGON ((147.55104 -41.32000, 147.52715 -41.3...","{'lats': [-41.32000352154859, -41.32000104297627, -41.3019927468426, -41.30199026983068], 'lons': [147.5510419423956, 147.52715477131252, 147.52715477131252, 147.5510353690432]}"
100,S_k_12207,"                                            geometry
0  POLYGON ((146.62183 -42.82020, 146.59737 -42.8...","{'lats': [-42.82020112678756, -42.82019851514081, -42.80219494193868, -42.80219233192675], 'lons': [146.62182640629837, 146.59737004757784, 146.59737004757784, 146.62181931310954]}"
