project,site,geom,longitude,latitude
LIPL,S_k_10495,POINT (147.7141455939869 -41.13823624448664),147.7141,-41.1382
LIPL,S_k_10496,POINT (147.70785136384353 -41.136249750547236),147.7079,-41.1362
LIPL,S_k_10497,POINT (147.66353707569377 -41.20098616837989),147.6635,-41.201
LIPL,S_k_10498,POINT (148.06684450656655 -41.134833822511574),148.0668,-41.1348
LIPL,S_k_10499,POINT (147.7100887971464 -41.13717280501175),147.7101,-41.1372
LIPL,S_k_10500,POINT (148.04686881868824 -41.36455106297611),148.0469,-41.3646
LIPL,S_k_10501,POINT (148.04299844036723 -41.37654217896349),148.043,-41.3765
LIPL,S_k_10502,POINT (147.87239858657824 -41.22134836205583),147.8724,-41.2213
LIPL,S_k_10503,POINT (147.86012923814047 -41.219266102377965),147.8601,-41.2193
LIPL,S_k_10504,POINT (148.0129841946234 -41.37706190467009),148.013,-41.3771
LIPL,S_k_10505,POINT (147.66291531975762 -41.03565808316563),147.6629,-41.0357
LIPL,S_k_10506,POINT (147.65886725805473 -41.032761320069426),147.6589,-41.0328
LIPL,S_k_10507,POINT (147.66137606241864 -41.03511689206547),147.6614,-41.0351
LIPL,S_k_10508,POINT (147.85836426933227 -41.219415920374),147.8584,-41.2194
LIPL,S_k_10509,POINT (148.06521070790228 -41.33297847670452),148.0652,-41.333
LIPL,S_k_10510,POINT (147.6590492776113 -41.03066265183661),147.659,-41.0307
LIPL,S_k_10511,POINT (148.01572041952426 -41.3549744949582),148.0157,-41.355
LIPL,S_k_10512,POINT (148.03125135302886 -41.05876714058427),148.0313,-41.0588
LIPL,S_k_10513,POINT (148.0204920716202 -41.342804661484514),148.0205,-41.3428
LIPL,S_k_10514,POINT (147.65871366248538 -41.02888078475451),147.6587,-41.0289
LIPL,S_k_10515,POINT (147.66026101890048 -41.04053634045537),147.6603,-41.0405
LIPL,S_k_10516,POINT (147.27668787839337 -41.21660414074364),147.2767,-41.2166
LIPL,S_k_10517,POINT (148.018851307251 -41.3704644652767),148.0189,-41.3705
LIPL,S_k_10518,POINT (147.27824095816325 -41.21462803185168),147.2782,-41.2146
LIPL,S_k_10519,POINT (147.8636656968741 -41.21979045614149),147.8637,-41.2198
LIPL,S_k_10520,POINT (147.27806726534783 -41.21389457868505),147.2781,-41.2139
LIPL,S_k_10521,POINT (147.6666062254372 -41.03344854659511),147.6666,-41.0334
LIPL,S_k_10522,POINT (147.66433625028895 -41.03843772690662),147.6643,-41.0384
LIPL,S_k_10523,POINT (147.2781490044423 -41.21494253920037),147.2781,-41.2149
LIPL,S_k_10524,POINT (147.275753497969 -41.213266076939696),147.2758,-41.2133
LIPL,S_k_10525,POINT (147.27746986740908 -41.21573128673327),147.2775,-41.2157
LIPL,S_k_10526,POINT (147.2739540362065 -41.21378400165147),147.274,-41.2138
LIPL,S_k_10527,POINT (147.78093795312904 -41.18898082993218),147.7809,-41.189
LIPL,S_k_10528,POINT (147.2786335110354 -41.21411363306893),147.2786,-41.2141
LIPL,S_k_10529,POINT (147.999679426723 -41.346203921159244),147.9997,-41.3462
LIPL,S_k_10530,POINT (147.27884141741197 -41.2140815121518),147.2788,-41.2141
LIPL,S_k_10531,POINT (147.27873812749752 -41.214338126722836),147.2787,-41.2143
LIPL,S_k_10532,POINT (147.66340906319368 -41.19819492436119),147.6634,-41.1982
LIPL,S_k_10533,POINT (147.08810622604875 -41.181010931799754),147.0881,-41.181
LIPL,S_k_10534,POINT (147.09485319213672 -41.1851845413166),147.0949,-41.1852
LIPL,S_k_10535,POINT (147.3325756366594 -41.13241469414013),147.3326,-41.1324
LIPL,S_k_10536,POINT (147.33162651470522 -41.12968710151269),147.3316,-41.1297
LIPL,S_k_10537,POINT (147.89031256552616 -41.21811591297125),147.8903,-41.2181
LIPL,S_k_10538,POINT (148.00150564757868 -41.34579405390115),148.0015,-41.3458
LIPL,S_k_10539,POINT (147.887256387022 -41.21761786331077),147.8873,-41.2176
LIPL,S_k_10540,POINT (147.88330099374875 -41.218146851948816),147.8833,-41.2181
LIPL,S_k_10541,POINT (147.4050475357107 -41.33359824683571),147.405,-41.3336
LIPL,S_k_10542,POINT (147.47174241163225 -41.450666834250185),147.4717,-41.4507
LIPL,S_k_10543,POINT (148.23840010114137 -41.529602134156725),148.2384,-41.5296
LIPL,S_k_10544,POINT (148.23846409204018 -41.52907966077294),148.2385,-41.5291
LIPL,S_k_10545,POINT (148.24809898437744 -41.528635823742334),148.2481,-41.5286
LIPL,S_k_10546,POINT (148.2503183152492 -41.5270144754012),148.2503,-41.527
LIPL,S_k_10547,POINT (147.41628266620864 -41.350930264867124),147.4163,-41.3509
LIPL,S_k_10548,POINT (148.0056583363932 -41.51061940940336),148.0057,-41.5106
LIPL,S_k_10549,POINT (148.0007165176208 -41.34986844258707),148.0007,-41.3499
LIPL,S_k_10550,POINT (148.00392659090062 -41.51271692980971),148.0039,-41.5127
LIPL,S_k_10551,POINT (147.34407711882025 -41.34057314774144),147.3441,-41.3406
LIPL,S_k_10552,POINT (147.34870422618962 -41.340971413436804),147.3487,-41.341
LIPL,S_k_10553,POINT (147.3518629998129 -41.341692142662275),147.3519,-41.3417
LIPL,S_k_10554,POINT (147.58144300944662 -41.340560149410685),147.5814,-41.3406
LIPL,S_k_10555,POINT (147.34600220065457 -41.339029584634076),147.346,-41.339
LIPL,S_k_10556,POINT (147.96816152624396 -41.45668912164854),147.9682,-41.4567
LIPL,S_k_10557,POINT (147.9675629067728 -41.458915193266826),147.9676,-41.4589
LIPL,S_k_10558,POINT (147.96671864782425 -41.46522770932737),147.9667,-41.4652
LIPL,S_k_10559,POINT (147.97740803528555 -41.51802187097381),147.9774,-41.518
LIPL,S_k_10560,POINT (147.99549223532702 -41.356061109015144),147.9955,-41.3561
LIPL,S_k_10561,POINT (147.43619234003654 -41.34526619453234),147.4362,-41.3453
LIPL,S_k_10562,POINT (147.9781848813336 -41.51870702347668),147.9782,-41.5187
LIPL,S_k_10563,POINT (147.92741127722002 -41.47158646196314),147.9274,-41.4716
LIPL,S_k_10564,POINT (147.92889698314326 -41.47136613311283),147.9289,-41.4714
LIPL,S_k_10565,POINT (148.1417990019053 -41.5979320890911),148.1418,-41.5979
LIPL,S_k_10566,POINT (148.1437219154873 -41.59745199105891),148.1437,-41.5975
LIPL,S_k_10567,POINT (148.14062509763377 -41.6170950272144),148.1406,-41.6171
LIPL,S_k_10568,POINT (148.14507755215385 -41.61885424126628),148.1451,-41.6189
LIPL,S_k_10569,POINT (148.13779501286572 -41.616496634609234),148.1378,-41.6165
LIPL,S_k_10570,POINT (148.1285464707288 -41.61999238660625),148.1285,-41.62
LIPL,S_k_10571,POINT (147.42762906525348 -41.310019613222224),147.4276,-41.31
LIPL,S_k_10572,POINT (147.42981223382924 -41.311029984822376),147.4298,-41.311
LIPL,S_k_10573,POINT (147.45624308238678 -41.36371231988424),147.4562,-41.3637
LIPL,S_k_10574,POINT (147.45068385077883 -41.36230489398699),147.4507,-41.3623
LIPL,S_k_10575,POINT (147.42190536169184 -41.346952904929175),147.4219,-41.347
LIPL,S_k_10576,POINT (148.19429633142758 -41.616992696950454),148.1943,-41.617
LIPL,S_k_10577,POINT (148.194525275312 -41.61817924658055),148.1945,-41.6182
LIPL,S_k_10578,POINT (148.19905971496445 -41.61949317707912),148.1991,-41.6195
LIPL,S_k_10579,POINT (147.40518715550172 -41.32453862794691),147.4052,-41.3245
LIPL,S_k_10580,POINT (147.4100689368308 -41.3232162135298),147.4101,-41.3232
LIPL,S_k_10581,POINT (147.50096992971112 -41.53680734216243),147.501,-41.5368
LIPL,S_k_10582,POINT (147.5051439017792 -41.54180752781965),147.5051,-41.5418
LIPL,S_k_10583,POINT (147.50964378675212 -41.542880984237726),147.5096,-41.5429
LIPL,S_k_10584,POINT (147.5035881612536 -41.541431268870916),147.5036,-41.5414
LIPL,S_k_10585,POINT (147.5139009324676 -41.542275930282145),147.5139,-41.5423
LIPL,S_k_10586,POINT (147.5153002802187 -41.542997821753524),147.5153,-41.543
LIPL,S_k_10587,POINT (147.52498287969428 -41.542873139308355),147.525,-41.5429
LIPL,S_k_10588,POINT (147.5131624188543 -41.539336078018536),147.5132,-41.5393
LIPL,S_k_10589,POINT (147.39530434735676 -41.33341197456058),147.3953,-41.3334
LIPL,S_k_10590,POINT (147.39856795423776 -41.337818087720045),147.3986,-41.3378
LIPL,S_k_10591,POINT (148.11780750891705 -41.11335910151632),148.1178,-41.1134
LIPL,S_k_10592,POINT (147.96777943901915 -41.46648026792177),147.9678,-41.4665
LIPL,S_k_10593,POINT (147.42771734050638 -41.341209872407305),147.4277,-41.3412
LIPL,S_k_10594,POINT (147.55726078288694 -41.47584293273043),147.5573,-41.4758
LIPL,S_k_10595,POINT (147.55844423382638 -41.47599833627878),147.5584,-41.476
LIPL,S_k_10596,POINT (147.47292420512332 -41.46370625861825),147.4729,-41.4637
LIPL,S_k_10597,POINT (147.47371678392346 -41.463949802158936),147.4737,-41.4639
LIPL,S_k_10598,POINT (147.67556138182997 -41.24147283595302),147.6756,-41.2415
LIPL,S_k_10599,POINT (147.68216178914034 -41.246256591340696),147.6822,-41.2463
LIPL,S_k_10600,POINT (147.48982686528169 -41.32060863972124),147.4898,-41.3206
LIPL,S_k_10601,POINT (147.49182870742496 -41.32113362898118),147.4918,-41.3211
LIPL,S_k_10602,POINT (148.00512460772853 -41.35947048700118),148.0051,-41.3595
LIPL,S_k_10603,POINT (147.50007972219683 -41.33353822481893),147.5001,-41.3335
LIPL,S_k_10604,POINT (147.50128446062652 -41.3335824361778),147.5013,-41.3336
LIPL,S_k_10605,POINT (147.73424555620372 -41.48622611613045),147.7342,-41.4862
LIPL,S_k_10606,POINT (147.7333901505472 -41.485768954394764),147.7334,-41.4858
LIPL,S_k_10607,POINT (147.85522800628803 -41.22249108511998),147.8552,-41.2225
LIPL,S_k_10608,POINT (147.85965357793202 -41.22568713919153),147.8597,-41.2257
LIPL,S_k_10609,POINT (147.88801457556949 -41.22247341100629),147.888,-41.2225
LIPL,S_k_10610,POINT (147.88376801043316 -41.22046654790386),147.8838,-41.2205
LIPL,S_k_10611,POINT (148.00440475169998 -41.34124809295501),148.0044,-41.3412
LIPL,S_k_10612,POINT (148.01844490693114 -41.37189998108457),148.0184,-41.3719
LIPL,S_k_10613,POINT (148.11790162134102 -41.11430797336324),148.1179,-41.1143
LIPL,S_k_10614,POINT (148.02883405476706 -41.3741168939341),148.0288,-41.3741
LIPL,S_k_10615,POINT (147.56180181317737 -41.39926503864104),147.5618,-41.3993
LIPL,S_k_10616,POINT (147.56031646473326 -41.40015087848063),147.5603,-41.4002
LIPL,S_k_10617,POINT (147.8136877797454 -41.22076672381345),147.8137,-41.2208
LIPL,S_k_10618,POINT (147.54777552488332 -41.40068659425017),147.5478,-41.4007
LIPL,S_k_10619,POINT (147.488939852909 -41.443524952781374),147.4889,-41.4435
LIPL,S_k_10620,POINT (146.54186162416903 -42.33001949597992),146.5419,-42.33
LIPL,S_k_10621,POINT (146.5530937579911 -42.33394681085228),146.5531,-42.3339
LIPL,S_k_10622,POINT (146.45953002614365 -42.60022944085922),146.4595,-42.6002
LIPL,S_k_10623,POINT (147.83899594223598 -41.225636206565795),147.839,-41.2256
LIPL,S_k_10624,POINT (146.4575028131416 -42.59974129780794),146.4575,-42.5997
LIPL,S_k_10625,POINT (146.56130378949354 -42.48847735762395),146.5613,-42.4885
LIPL,S_k_10626,POINT (146.56182761549485 -42.48623041408389),146.5618,-42.4862
LIPL,S_k_10627,POINT (146.56331798311265 -42.4873064507242),146.5633,-42.4873
LIPL,S_k_10628,POINT (146.5373003357958 -42.519339756512075),146.5373,-42.5193
LIPL,S_k_10629,POINT (146.54535401590198 -42.51613619674635),146.5454,-42.5161
LIPL,S_k_10630,POINT (146.54072321552187 -42.51967404253858),146.5407,-42.5197
LIPL,S_k_10631,POINT (146.54165755159812 -42.51803007755037),146.5417,-42.518
LIPL,S_k_10632,POINT (147.8377099412507 -41.22556467999886),147.8377,-41.2256
LIPL,S_k_10633,POINT (146.88485704666886 -42.83398725501091),146.8849,-42.834
LIPL,S_k_10634,POINT (146.88220398539355 -42.84189791334932),146.8822,-42.8419
LIPL,S_k_10635,POINT (146.88369590895363 -42.84218778941031),146.8837,-42.8422
LIPL,S_k_10636,POINT (146.88801078142384 -42.83976929409447),146.888,-42.8398
LIPL,S_k_10637,POINT (147.81394274510023 -41.22122044482658),147.8139,-41.2212
LIPL,S_k_10638,POINT (146.88787521392075 -42.83448041148148),146.8879,-42.8345
LIPL,S_k_10639,POINT (146.88556529483756 -42.83330202736001),146.8856,-42.8333
LIPL,S_k_10640,POINT (146.88813942817958 -42.83289698871082),146.8881,-42.8329
LIPL,S_k_10641,POINT (146.45697701060564 -42.52698085524288),146.457,-42.527
LIPL,S_k_10642,POINT (146.4573565613311 -42.52807397606912),146.4574,-42.5281
LIPL,S_k_10643,POINT (146.4698465940487 -42.547159324295556),146.4698,-42.5472
LIPL,S_k_10644,POINT (146.47099174646132 -42.54763192611017),146.471,-42.5476
LIPL,S_k_10645,POINT (147.81365683653382 -41.22115778965502),147.8137,-41.2212
LIPL,S_k_10646,POINT (146.83396536657236 -43.14442781466493),146.834,-43.1444
LIPL,S_k_10647,POINT (146.83299797995608 -43.14539992214967),146.833,-43.1454
LIPL,S_k_10648,POINT (146.85531827327716 -43.14964927739045),146.8553,-43.1496
LIPL,S_k_10649,POINT (146.85731879980625 -43.14894409812476),146.8573,-43.1489
LIPL,S_k_10650,POINT (146.76187174316254 -43.10500810810715),146.7619,-43.105
LIPL,S_k_10651,POINT (146.8823572600504 -43.08338147729288),146.8824,-43.0834
LIPL,S_k_10652,POINT (146.8748183175234 -43.077077479225466),146.8748,-43.0771
LIPL,S_k_10653,POINT (146.81979794193816 -43.04068368206693),146.8198,-43.0407
LIPL,S_k_10654,POINT (147.83953232144805 -41.22777848464064),147.8395,-41.2278
LIPL,S_k_10655,POINT (146.82081992341503 -43.04239200846173),146.8208,-43.0424
LIPL,S_k_10656,POINT (146.92972948038656 -43.064172780662666),146.9297,-43.0642
LIPL,S_k_10657,POINT (146.92821204402946 -43.06317228500946),146.9282,-43.0632
LIPL,S_k_10658,POINT (146.9262231104012 -43.05639701207524),146.9262,-43.0564
LIPL,S_k_10659,POINT (146.92545313197166 -43.058244519129715),146.9255,-43.0582
LIPL,S_k_10660,POINT (146.93918739140992 -43.10496164628335),146.9392,-43.105
LIPL,S_k_10661,POINT (146.93625138079454 -43.10083561132207),146.9363,-43.1008
LIPL,S_k_10662,POINT (146.9167863586637 -43.3445090696127),146.9168,-43.3445
LIPL,S_k_10663,POINT (148.07282378608795 -41.33967329828059),148.0728,-41.3397
LIPL,S_k_10664,POINT (146.90014103247546 -43.34209009321211),146.9001,-43.3421
LIPL,S_k_10665,POINT (146.89924214320195 -43.33954768021318),146.8992,-43.3395
LIPL,S_k_10666,POINT (146.88801267398145 -43.41406878665243),146.888,-43.4141
LIPL,S_k_10667,POINT (146.88740905354743 -43.412524923569386),146.8874,-43.4125
LIPL,S_k_10668,POINT (146.99007135657655 -43.29538179875866),146.9901,-43.2954
LIPL,S_k_10669,POINT (148.0697029588879 -41.33679553702771),148.0697,-41.3368
LIPL,S_k_10670,POINT (146.98544178564896 -43.290527988927366),146.9854,-43.2905
LIPL,S_k_10671,POINT (146.8567576859964 -43.154867957240945),146.8568,-43.1549
LIPL,S_k_10672,POINT (146.88312165399827 -43.19609827281478),146.8831,-43.1961
LIPL,S_k_10673,POINT (146.7635525610587 -42.92752790421293),146.7636,-42.9275
LIPL,S_k_10674,POINT (147.52625372358705 -41.3614178262219),147.5263,-41.3614
LIPL,S_k_10675,POINT (146.96944584942884 -43.35605845569518),146.9694,-43.3561
LIPL,S_k_10676,POINT (147.90344388259783 -42.15389009547351),147.9034,-42.1539
LIPL,S_k_10677,POINT (147.90319301274786 -42.154182434264506),147.9032,-42.1542
LIPL,S_k_10678,POINT (148.1161039980069 -41.113488576719874),148.1161,-41.1135
LIPL,S_k_10679,POINT (147.89816017151404 -41.37684070568762),147.8982,-41.3768
LIPL,S_k_10680,POINT (147.89809064745657 -41.377715426716094),147.8981,-41.3777
LIPL,S_k_10681,POINT (147.8980217889796 -41.378612571065254),147.898,-41.3786
LIPL,S_k_10682,POINT (147.89808526177546 -41.37950580008207),147.8981,-41.3795
LIPL,S_k_10683,POINT (147.89932470823936 -41.375001104477754),147.8993,-41.375
LIPL,S_k_10684,POINT (147.8993030410478 -41.37591967929315),147.8993,-41.3759
LIPL,S_k_10685,POINT (147.89908499988292 -41.376819881913136),147.8991,-41.3768
LIPL,S_k_10686,POINT (147.8992853970059 -41.37770330328632),147.8993,-41.3777
LIPL,S_k_10687,POINT (147.89926360124926 -41.37861260095231),147.8993,-41.3786
LIPL,S_k_10688,POINT (147.90050239992243 -41.37499567731403),147.9005,-41.375
LIPL,S_k_10689,POINT (147.90046627126372 -41.375913644882466),147.9005,-41.3759
LIPL,S_k_10690,POINT (147.90048229791927 -41.37769979781772),147.9005,-41.3777
LIPL,S_k_10691,POINT (147.90045443288477 -41.37861004391821),147.9005,-41.3786
LIPL,S_k_10692,POINT (147.90168826004822 -41.37591938849568),147.9017,-41.3759
LIPL,S_k_10693,POINT (147.90166359364835 -41.37771802018797),147.9017,-41.3777
LIPL,S_k_10694,POINT (147.9028380367081 -41.37771628753757),147.9028,-41.3777
LIPL,S_k_10695,POINT (147.90286452565977 -41.378619892482874),147.9029,-41.3786
LIPL,S_k_10696,POINT (147.90408162869542 -41.37682712083954),147.9041,-41.3768
LIPL,S_k_10697,POINT (147.90406246794578 -41.377723247739),147.9041,-41.3777
LIPL,S_k_10698,POINT (147.90403589958126 -41.37862853027515),147.904,-41.3786
LIPL,S_k_10699,POINT (147.90402307372793 -41.37955036857471),147.904,-41.3796
LIPL,S_k_10700,POINT (147.90400016034576 -41.38045192903432),147.904,-41.3805
LIPL,S_k_10701,POINT (147.90526093835885 -41.37684117846123),147.9053,-41.3768
LIPL,S_k_10702,POINT (147.90514717078568 -41.37798530568834),147.9051,-41.378
LIPL,S_k_10703,POINT (147.90523412605282 -41.378641808943854),147.9052,-41.3786
LIPL,S_k_10704,POINT (148.04782123902956 -41.38585908208847),148.0478,-41.3859
LIPL,S_k_10705,POINT (147.90524117445457 -41.37952953271159),147.9052,-41.3795
LIPL,S_k_10706,POINT (147.90519592411832 -41.38046630826727),147.9052,-41.3805
LIPL,S_k_10707,POINT (147.9051917953692 -41.381315567604965),147.9052,-41.3813
LIPL,S_k_10708,POINT (147.90646022448897 -41.37775131312853),147.9065,-41.3778
LIPL,S_k_10709,POINT (147.90641775356121 -41.37863717513195),147.9064,-41.3786
LIPL,S_k_10710,POINT (147.9064380701028 -41.37954911451909),147.9064,-41.3795
LIPL,S_k_10711,POINT (147.9063952344024 -41.38043461882041),147.9064,-41.3804
LIPL,S_k_10712,POINT (147.9076367495361 -41.37867341444037),147.9076,-41.3787
LIPL,S_k_10713,POINT (147.90763025699624 -41.37955683111646),147.9076,-41.3796
LIPL,S_k_10714,POINT (147.907603334659 -41.380467521372324),147.9076,-41.3805
LIPL,S_k_10715,POINT (147.9076898768437 -41.38128147672109),147.9077,-41.3813
LIPL,S_k_10716,POINT (147.90882447096575 -41.378679352423134),147.9088,-41.3787
LIPL,S_k_10717,POINT (147.90883472361696 -41.379570383318566),147.9088,-41.3796
LIPL,S_k_10718,POINT (147.9088075664978 -41.38045441347879),147.9088,-41.3805
LIPL,S_k_10719,POINT (147.90878039506504 -41.38133745278999),147.9088,-41.3813
LIPL,S_k_10720,POINT (147.91001211329203 -41.37867960404431),147.91,-41.3787
LIPL,S_k_10721,POINT (147.91001783222833 -41.379561663153964),147.91,-41.3796
LIPL,S_k_10722,POINT (147.91002444479636 -41.38045632555843),147.91,-41.3805
LIPL,S_k_10723,POINT (147.9112132483306 -41.37869549968007),147.9112,-41.3787
LIPL,S_k_10724,POINT (147.91117335046005 -41.379564048377624),147.9112,-41.3796
LIPL,S_k_10725,POINT (148.05012280375288 -41.38930479181419),148.0501,-41.3893
LIPL,S_k_10726,POINT (147.91120253488833 -41.38048105067552),147.9112,-41.3805
LIPL,S_k_10727,POINT (147.9123924145378 -41.37957807826109),147.9124,-41.3796
LIPL,S_k_10728,POINT (147.9132997112639 -41.38920763318155),147.9133,-41.3892
LIPL,S_k_10729,POINT (147.92061213643493 -41.38431918550711),147.9206,-41.3843
LIPL,S_k_10730,POINT (147.9198021467097 -41.385010592599606),147.9198,-41.385
LIPL,S_k_10731,POINT (147.91906040257157 -41.38565740225541),147.9191,-41.3857
LIPL,S_k_10732,POINT (147.91582749097577 -41.388413438187655),147.9158,-41.3884
LIPL,S_k_10733,POINT (147.91503669405063 -41.38905628853942),147.915,-41.3891
LIPL,S_k_10734,POINT (147.92230055776477 -41.384245674390705),147.9223,-41.3842
LIPL,S_k_10735,POINT (147.92150515131644 -41.38491824097324),147.9215,-41.3849
LIPL,S_k_10736,POINT (147.92069318340378 -41.385587962067575),147.9207,-41.3856
LIPL,S_k_10737,POINT (147.91993066238075 -41.38619458998263),147.9199,-41.3862
LIPL,S_k_10738,POINT (147.91913178415365 -41.386929769814486),147.9191,-41.3869
LIPL,S_k_10739,POINT (147.9183256247498 -41.38761627167855),147.9183,-41.3876
LIPL,S_k_10740,POINT (147.91753804427424 -41.3882387566516),147.9175,-41.3882
LIPL,S_k_10741,POINT (147.91591908647666 -41.38961331632099),147.9159,-41.3896
LIPL,S_k_10742,POINT (147.92319358816107 -41.38484480667409),147.9232,-41.3848
LIPL,S_k_10743,POINT (147.92239818383945 -41.38551737934125),147.9224,-41.3855
LIPL,S_k_10744,POINT (147.9215764865469 -41.386200966043454),147.9216,-41.3862
LIPL,S_k_10745,POINT (147.92075388678515 -41.38687266418121),147.9208,-41.3869
LIPL,S_k_10746,POINT (147.92001071308644 -41.387554620408665),147.92,-41.3876
LIPL,S_k_10747,POINT (147.9184109235609 -41.38889249150491),147.9184,-41.3889
LIPL,S_k_10748,POINT (147.9176299316297 -41.38955924121924),147.9176,-41.3896
LIPL,S_k_10749,POINT (147.92329123145976 -41.3861164204814),147.9233,-41.3861
LIPL,S_k_10750,POINT (147.92249569330684 -41.386788994785384),147.9225,-41.3868
LIPL,S_k_10751,POINT (147.92170025837288 -41.38746156272267),147.9217,-41.3875
LIPL,S_k_10752,POINT (147.92087856400815 -41.38813910925249),147.9209,-41.3881
LIPL,S_k_10753,POINT (147.920098760955 -41.38878595968608),147.9201,-41.3888
LIPL,S_k_10754,POINT (147.91929554011074 -41.38949514351084),147.9193,-41.3895
LIPL,S_k_10755,POINT (147.92417314198394 -41.38672175920509),147.9242,-41.3867
LIPL,S_k_10756,POINT (147.92050272528832 -41.40209153618259),147.9205,-41.4021
LIPL,S_k_10757,POINT (147.9233732834278 -41.387426981289394),147.9234,-41.3874
LIPL,S_k_10758,POINT (147.92259181265996 -41.38806350340339),147.9226,-41.3881
LIPL,S_k_10759,POINT (147.92178498034122 -41.388810835211004),147.9218,-41.3888
LIPL,S_k_10760,POINT (147.92015181761914 -41.39008027051478),147.9202,-41.3901
LIPL,S_k_10761,POINT (147.91942069242197 -41.39076293697816),147.9194,-41.3908
LIPL,S_k_10762,POINT (147.92425695807015 -41.38799510414124),147.9243,-41.388
LIPL,S_k_10763,POINT (147.9211119703729 -41.390693473532224),147.9211,-41.3907
LIPL,S_k_10764,POINT (147.92028774356567 -41.39137283734804),147.9203,-41.3914
LIPL,S_k_10765,POINT (147.92282160312882 -41.39058582646636),147.9228,-41.3906
LIPL,S_k_10766,POINT (147.92199478239155 -41.39128341838652),147.922,-41.3913
LIPL,S_k_10767,POINT (147.9162625743667 -41.39875902205393),147.9163,-41.3988
LIRA,S_k_10768,POINT (147.46019659480325 -41.281599724828105),147.4602,-41.2816
LIRA,S_k_10769,POINT (146.57603805621787 -42.82987254922482),146.576,-42.8299
LIRA,S_k_10770,POINT (146.7231588208867 -43.06091631759678),146.7232,-43.0609
LIRA,S_k_10771,POINT (146.4891209276143 -42.7148438696343),146.4891,-42.7148
LIRA,S_k_10772,POINT (146.5821954138461 -42.785603773738124),146.5822,-42.7856
LIRA,S_k_10773,POINT (146.52394394314612 -42.8013139961251),146.5239,-42.8013
LIRA,S_k_10774,POINT (146.51002674024008 -42.802398255367805),146.51,-42.8024
LIRA,S_k_10775,POINT (146.71710369154735 -42.95015170572361),146.7171,-42.9502
LIRA,S_k_10776,POINT (146.58276135516755 -42.82333162793518),146.5828,-42.8233
LIRA,S_k_10777,POINT (146.69158946583636 -42.80906605748767),146.6916,-42.8091
LIRA,S_k_10778,POINT (146.66700357522888 -42.816183310224375),146.667,-42.8162
LIRA,S_k_10779,POINT (147.90131555046088 -42.14883979235143),147.9013,-42.1488
LIRA,S_k_10780,POINT (146.58288191235388 -42.79658431117666),146.5829,-42.7966
LIRA,S_k_10781,POINT (146.5107363497881 -42.80417642907028),146.5107,-42.8042
LIRA,S_k_10782,POINT (146.35777186101927 -42.81856552347841),146.3578,-42.8186
LIRA,S_k_10783,POINT (146.6332964414031 -42.8293951065641),146.6333,-42.8294
LIRA,S_k_10784,POINT (146.72548275994433 -42.81819831672168),146.7255,-42.8182
LIRA,S_k_10785,POINT (146.72625040662797 -42.82442682388857),146.7263,-42.8244
LIRA,S_k_10786,POINT (146.72626177025637 -42.826481873808916),146.7263,-42.8265
LIRA,S_k_10787,POINT (146.81874539965114 -43.58332763610776),146.8187,-43.5833
LIRA,S_k_10788,POINT (146.84675499698946 -43.441230568624164),146.8468,-43.4412
LIRA,S_k_10789,POINT (146.88876206898257 -43.34113519527021),146.8888,-43.3411
LIRA,S_k_10790,POINT (146.8607855311066 -43.33117775994503),146.8608,-43.3312
LIRA,S_k_10791,POINT (146.75014115887672 -42.76818730642354),146.7501,-42.7682
LIRA,S_k_10792,POINT (146.42277897157925 -42.6173638516001),146.4228,-42.6174
LIRA,S_k_10793,POINT (146.66147545012873 -42.82360526025303),146.6615,-42.8236
LIRA,S_k_10794,POINT (146.5148713332627 -42.513063154167476),146.5149,-42.5131
LIRA,S_k_10795,POINT (146.51366989234782 -42.513561668004584),146.5137,-42.5136
LIRA,S_k_10796,POINT (146.3897743662337 -42.26286728205624),146.3898,-42.2629
LIRA,S_k_10797,POINT (146.38848747367754 -42.26957707035273),146.3885,-42.2696
LIRA,S_k_10798,POINT (146.33522957773226 -42.18398784122985),146.3352,-42.184
LIRA,S_k_10799,POINT (147.80854957010612 -41.34297793987632),147.8085,-41.343
LIRA,S_k_10800,POINT (146.42461291752534 -42.61626889327063),146.4246,-42.6163
LIRA,S_k_10801,POINT (146.48678886296682 -42.713302506879295),146.4868,-42.7133
LIRA,S_k_10802,POINT (146.42967949498808 -42.71433097168675),146.4297,-42.7143
LIRA,S_k_10803,POINT (146.66502440654097 -43.09321308073778),146.665,-43.0932
LIRA,S_k_10804,POINT (146.4242356110547 -42.618604145531265),146.4242,-42.6186
LIRA,S_k_10805,POINT (146.43200234838307 -42.71039720116476),146.432,-42.7104
LIRA,S_k_10806,POINT (146.4338139755435 -42.70969194356709),146.4338,-42.7097
LIRA,S_k_10807,POINT (146.34444436474521 -42.79458871787043),146.3444,-42.7946
LIRA,S_k_10808,POINT (146.3563475138871 -42.819046425299575),146.3563,-42.819
LIRA,S_k_10809,POINT (146.34634309174433 -42.79426637332263),146.3463,-42.7943
LIRA,S_k_10810,POINT (146.33749432988654 -42.81084363883684),146.3375,-42.8108
LIRA,S_k_10811,POINT (146.34552502303097 -42.81327236395058),146.3455,-42.8133
LIRA,S_k_10812,POINT (146.3581370716428 -42.819257019530724),146.3581,-42.8193
LIRA,S_k_10813,POINT (146.4268673883888 -42.620964394693736),146.4269,-42.621
